row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,661.977.793.480,759.188.095.265,661977793480.0,759188095265.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu từ kinh doanh gỗ,Trong đó: > Doanh thu từ kinh doanh gỗ,Doanh thu từ kinh doanh gỗ,269.290.856.623,345.984.334.693,269290856623.0,345984334693.0
Doanh thu từ bán ván MDF,Trong đó: > Doanh thu từ bán ván MDF,Doanh thu từ bán ván MDF,280.265.398.992,308.897.938.006,280265398992.0,308897938006.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,71.032.882.650,69.879.057.322,71032882650.0,69879057322.0
Doanh thu của hoạt động khai thác rừngtrồng,Trong đó: > Doanh thu của hoạt động khai thác rừngtrồng,Doanh thu của hoạt động khai thác rừngtrồng,31.411.562.971,20.746.395.258,31411562971.0,20746395258.0
Doanh thu dịch vụ gia công gỗ,Trong đó: > Doanh thu dịch vụ gia công gỗ,Doanh thu dịch vụ gia công gỗ,1.686.582.611,4.232.742.930,1686582611.0,4232742930.0
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,8.290.509.633,9.447.627.056,8290509633.0,9447627056.0
Các khoản giảm trừ,Trong đó: > Các khoản giảm trừ,Các khoản giảm trừ,-,(840.410.809),,-840410809.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,661.977.793.480,758.347.684.456,661977793480.0,758347684456.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên khác,Trong đó: > Doanh thu đối với bên khác,Doanh thu đối với bên khác,619.601.038.908,701.743.686.458,619601038908.0,701743686458.0
Doanh thu đối với các bên liên quan(Thuyết minh số 30),Trong đó: > Doanh thu đối với các bên liên quan(Thuyết minh số 30),Doanh thu đối với các bên liên quan(Thuyết minh số 30),42.376.754.572,56.603.997.998,42376754572.0,56603997998.0
