row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
"Chi phí nguyên liệu, vật liệu","Chi phí bán hàng > Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",179.380.196,171.909.395,179380196.0,171909395.0
Chi phí nhân công,Chi phí bán hàng > Chi phí nhân công,Chi phí nhân công,3.743.123.961,3.335.395.085,3743123961.0,3335395085.0
Chi phí khấu hao TSCĐ,Chi phí bán hàng > Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,120.737.448,120.737.448,120737448.0,120737448.0
Chi phí dịch vụ mua ngoài,Chi phí bán hàng > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,22.180.665.235,24.923.542.744,22180665235.0,24923542744.0
Chi phí khác bằng tiền,Chi phí bán hàng > Chi phí khác bằng tiền,Chi phí khác bằng tiền,2.084.899.806,1.922.311.800,2084899806.0,1922311800.0
TỔNG CỘNG,Chi phí bán hàng > TỔNG CỘNG,TỔNG CỘNG,28.308.806.646,30.473.896.472,28308806646.0,30473896472.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí nhân công,Chi phí quản lý doanh nghiệp > Chi phí nhân công,Chi phí nhân công,85.669.186.517,93.345.674.566,85669186517.0,93345674566.0
Chi phí khấu hao TSCĐ,Chi phí quản lý doanh nghiệp > Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,7.230.321.254,7.954.120.189,7230321254.0,7954120189.0
"Chi phí nguyên liệu, vật liệu","Chi phí quản lý doanh nghiệp > Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",957.463.683,776.027.883,957463683.0,776027883.0
"Thuế, phí và lệ phí","Chi phí quản lý doanh nghiệp > Thuế, phí và lệ phí","Thuế, phí và lệ phí",1.250.744.035,1.229.166.195,1250744035.0,1229166195.0
Chi phí đồ dùng văn phòng,Chi phí quản lý doanh nghiệp > Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,1.460.741.318,3.772.905.511,1460741318.0,3772905511.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,13.468.495.359,13.280.741.151,13468495359.0,13280741151.0
Chi phí dự phòng,Chi phí quản lý doanh nghiệp > Chi phí dự phòng,Chi phí dự phòng,1.328.416.659,25.763.651.985,1328416659.0,25763651985.0
Chi phí khác bằng tiền,Chi phí quản lý doanh nghiệp > Chi phí khác bằng tiền,Chi phí khác bằng tiền,29.351.979.745,21.131.836.695,29351979745.0,21131836695.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,140.717.348.570,167.254.124.175,140717348570.0,167254124175.0
