row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,761.996.416.429,876.799.241.270,761996416429.0,876799241270.0
Thuế TNDN theo thuế suất áp dụng cho Tổng Công ty,Thuế TNDN theo thuế suất áp dụng cho Tổng Công ty,Thuế TNDN theo thuế suất áp dụng cho Tổng Công ty,152.399.283.286,175.359.848.254,152399283286.0,175359848254.0
Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,,
Chi phí không được khấu trừ thuế,Các khoản điều chỉnh tăng: > Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,1.495.250.707,424.578.701,1495250707.0,424578701.0
Chi phí trích lập dự phòng,Các khoản điều chỉnh tăng: > Chi phí trích lập dự phòng,Chi phí trích lập dự phòng,-,11.695.739.235,,11695739235.0
Lỗ/(lãi) chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiền và các khoản phải thu,Các khoản điều chỉnh tăng: > Lỗ/(lãi) chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiền và các khoản phải thu,Lỗ/(lãi) chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiền và các khoản phải thu,65.169.911,(145.035.585),65169911.0,-145035585.0
Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,,
Hoàn nhập chi phí dự phòng,Các khoản điều chỉnh giảm: > Hoàn nhập chi phí dự phòng,Hoàn nhập chi phí dự phòng,(2.204.084.869),-,-2204084869.0,
Thu nhập không chịu thuế,Các khoản điều chỉnh giảm: > Thu nhập không chịu thuế,Thu nhập không chịu thuế,(123.324.854.626),(164.641.781.676),-123324854626.0,-164641781676.0
Các khoản điều chỉnh khác,Các khoản điều chỉnh giảm: > Các khoản điều chỉnh khác,Các khoản điều chỉnh khác,(25.714.803),(23.364.711),-25714803.0,-23364711.0
Chi phí thuế TNDN,Các khoản điều chỉnh giảm: > Chi phí thuế TNDN,Chi phí thuế TNDN,28.405.049.606,22.669.984.218,28405049606.0,22669984218.0
