row_label_raw,row_label_full,col_0,Số cuối năm > Số lượng(cổ phiếu),Số cuối năm > Giá trị(VND),Số cuối năm > Tỷ lệ quyềnbiểu quyết(%),Số đầu năm > Số lượng(cổ phiếu),Số đầu năm > Giá trị(VND),Số đầu năm > Tỷ lệ quyềnbiểu quyết(%),numeric__Số cuối năm > Số lượng(cổ phiếu),numeric__Số cuối năm > Giá trị(VND),numeric__Số cuối năm > Tỷ lệ quyềnbiểu quyết(%),numeric__Số đầu năm > Số lượng(cổ phiếu),numeric__Số đầu năm > Giá trị(VND),numeric__Số đầu năm > Tỷ lệ quyềnbiểu quyết(%)
Công ty Cổ phầnChế biến Lâm sản Xuất khẩuPisico Huế,Công ty Cổ phầnChế biến Lâm sản Xuất khẩuPisico Huế,Công ty Cổ phầnChế biến Lâm sản Xuất khẩuPisico Huế,19.520,3.776.758.327,"13,01",19.520,3.776.758.327,"13,01",19520.0,3776758327.0,13.01,19520.0,3776758327.0,13.01
Công ty Cổ phầnLâm nghiệpMiền Đông,Công ty Cổ phầnLâm nghiệpMiền Đông,Công ty Cổ phầnLâm nghiệpMiền Đông,2.700,4.891.656.170,"1,83",-,-,-,2700.0,4891656170.0,1.83,,,
Công ty Cổ phầnVinafor Quảng Trị,Công ty Cổ phầnVinafor Quảng Trị,Công ty Cổ phầnVinafor Quảng Trị,105.000,1.190.175.000,"13,13",105.000,1.190.175.000,"13,13",105000.0,1190175000.0,13.13,105000.0,1190175000.0,13.13
Công ty Cổ phầnArchi Reenco Hoà Bình,Công ty Cổ phầnArchi Reenco Hoà Bình,Công ty Cổ phầnArchi Reenco Hoà Bình,50.000,4.997.777.156,"5,00",50.000,4.997.777.156,"5,00",50000.0,4997777156.0,5.0,50000.0,4997777156.0,5.0
Công ty Cổ phầnCơ khí Lâm nghiệp Sài Gòn,Công ty Cổ phầnCơ khí Lâm nghiệp Sài Gòn,Công ty Cổ phầnCơ khí Lâm nghiệp Sài Gòn,170.894,3.169.651.235,"0,85",170.894,3.169.651.235,"0,85",170894.0,3169651235.0,0.85,170894.0,3169651235.0,0.85
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,348.114,18.026.017.888,,345.414,13.134.361.718,,348114.0,18026017888.0,,345414.0,13134361718.0,
