row_label_raw,row_label_full,col_0,31/12/2021Triệu VND(trình bày lại),31/12/2021Triệu VND(theo báo cáotrước đây),Chênh lệchTriệu VND,numeric__31/12/2021Triệu VND(trình bày lại),numeric__31/12/2021Triệu VND(theo báo cáotrước đây),numeric__Chênh lệchTriệu VND
Các khoản nợ khác,Các khoản nợ khác,Các khoản nợ khác,31.320.792,31.082.225,238.567,31320792.0,31082225.0,238567.0
"Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả",9.328.950,9.328.950,-,9328950.0,9328950.0,
Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,21.991.842,21.753.275,238.567,21991842.0,21753275.0,238567.0
Lợi nhuận chưa phân phối,Lợi nhuận chưa phân phối,Lợi nhuận chưa phân phối,46.711.640,46.639.201,72.439,46711640.0,46639201.0,72439.0
Lợi nhuận để lại năm trước,Lợi nhuận để lại năm trước,Lợi nhuận để lại năm trước,30.678.442,30.678.442,-,30678442.0,30678442.0,
Lợi nhuận để lại năm nay,Lợi nhuận để lại năm nay,Lợi nhuận để lại năm nay,16.033.198,15.960.759,72.439,16033198.0,15960759.0,72439.0
Tổng ảnh hưởng,Tổng ảnh hưởng,Tổng ảnh hưởng,,,311.006,,,311006.0
