row_label_raw,row_label_full,col_0,31/12/2022Triệu VND,31/12/2021Triệu VND(trình bày lại),numeric__31/12/2022Triệu VND,numeric__31/12/2021Triệu VND(trình bày lại)
Tiền gửi tại các tổ chức tín dụng khác,Tiền gửi tại các tổ chức tín dụng khác,Tiền gửi tại các tổ chức tín dụng khác,Tiền gửi tại các tổ chức tín dụng khác,Tiền gửi tại các tổ chức tín dụng khác,,
Tiền gửi không kỳ hạn bằng VND,Tiền gửi tại các tổ chức tín dụng khác > Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,43.782.211,3.219,43782211.0,3219.0
Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi tại các tổ chức tín dụng khác > Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,68.188.466,39.184.110,68188466.0,39184110.0
Tiền gửi có kỳ hạn bằng VND,Tiền gửi tại các tổ chức tín dụng khác > Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,132.806.297,101.865.836,132806297.0,101865836.0
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi tại các tổ chức tín dụng khác > Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,36.936.785,38.407.851,36936785.0,38407851.0
,,,281.713.759,179.461.016,281713759.0,179461016.0
Cho vay các tổ chức tín dụng khác,Cho vay các tổ chức tín dụng khác,Cho vay các tổ chức tín dụng khác,Cho vay các tổ chức tín dụng khác,Cho vay các tổ chức tín dụng khác,,
Cho vay bằng VND,Cho vay các tổ chức tín dụng khác > Cho vay bằng VND,Cho vay bằng VND,41.867.157,45.083.446,41867157.0,45083446.0
Cho vay bằng ngoại tệ,Cho vay các tổ chức tín dụng khác > Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,3.097.508,7.010.049,3097508.0,7010049.0
,,,44.964.665,52.093.495,44964665.0,52093495.0
Dự phòng rủi ro,Cho vay các tổ chức tín dụng khác > Dự phòng rủi ro,Dự phòng rủi ro,(10.840.000),(3.952.781),-10840000.0,-3952781.0
,,,315.838.424,227.601.730,315838424.0,227601730.0
