row_label_raw,row_label_full,1,Bảo lãnh vay vốn,col_2,2.151.637,2.447.477,numeric__Bảo lãnh vay vốn,numeric__col_2,numeric__2.151.637,numeric__2.447.477
2,2,2,Cam kết giao dịch hối đoái,,83.320.732,81.044.022,,,83320732.0,81044022.0
2,2,2,Cam kết mua ngoại tệ,,1.027.038,3.470.214,,,1027038.0,3470214.0
2,2,2,Cam kết bán ngoại tệ,,1.028.925,3.466.305,,,1028925.0,3466305.0
2,2,2,Cam kết giao dịch hoán đổi,,81.264.769,74.107.503,,,81264769.0,74107503.0
3,3,3,Cam kết trong nghiệp vụ thư tín dụng,,84.726.842,65.378.199,,,84726842.0,65378199.0
4,4,4,Bảo lãnh khác,,48.474.833,51.543.638,,,48474833.0,51543638.0
5,5,5,Các cam kết khác,,35.604.961,11.390.000,,,35604961.0,11390000.0
6,6,6,Lãi cho vay và phí phải thu chưa thu được,45,1.260.754,2.279.152,,45.0,1260754.0,2279152.0
7,7,7,Nợ khó đòi đã xử lý,46,59.948.269,55.196.223,,46.0,59948269.0,55196223.0
8,8,8,Tài sản và chứng từ khác,47,521.008.120,349.009.694,,47.0,521008120.0,349009694.0
