row_label_raw,row_label_full,col_0,31/12/2021Triệu VND(trình bày lại),31/12/2021Triệu VND(theo báo cáotrước đây),Chênh lệchTriệu VND,numeric__31/12/2021Triệu VND(trình bày lại),numeric__31/12/2021Triệu VND(theo báo cáotrước đây),numeric__Chênh lệchTriệu VND
Tiền gửi và cho vay các tổ chức tín dụng khác,Tiền gửi và cho vay các tổ chức tín dụng khác,Tiền gửi và cho vay các tổ chức tín dụng khác,227.601.730,227.554.511,47.219,227601730.0,227554511.0,47219.0
Tiền gửi tại các tổ chức tín dụng khác,Tiền gửi tại các tổ chức tín dụng khác,Tiền gửi tại các tổ chức tín dụng khác,179.461.016,179.461.016,-,179461016.0,179461016.0,
Cho vay các tổ chức tín dụng khác,Cho vay các tổ chức tín dụng khác,Cho vay các tổ chức tín dụng khác,52.093.495,52.093.495,-,52093495.0,52093495.0,
Dự phòng rủi ro,Dự phòng rủi ro,Dự phòng rủi ro,(3.952.781),(4.000.000),47.219,-3952781.0,-4000000.0,47219.0
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,926.376.110,926.140.726,235.384,926376110.0,926140726.0,235384.0
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,952.018.701,952.018.701,-,952018701.0,952018701.0,
Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,(25.642.591),(25.877.975),235.384,-25642591.0,-25877975.0,235384.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,8.382.739,8.372.476,10.263,8382739.0,8372476.0,10263.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,5.322.921,5.312.658,10.263,5322921.0,5312658.0,10263.0
Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,12.780.609,12.768.914,11.695,12780609.0,12768914.0,11695.0
Hao mòn tài sản cố định,Hao mòn tài sản cố định,Hao mòn tài sản cố định,(7.457.688),(7.456.256),(1.432),-7457688.0,-7456256.0,-1432.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,27.359.427,27.341.287,18.140,27359427.0,27341287.0,18140.0
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,14.164.925,14.140.828,24.097,14164925.0,14140828.0,24097.0
"Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",6.954.169,6.955.958,(1.789),6954169.0,6955958.0,-1789.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,6.240.333,6.244.501,(4.168),6240333.0,6244501.0,-4168.0
Tổng ảnh hưởng,Tổng ảnh hưởng,Tổng ảnh hưởng,,,311.006,,,311006.0
