row_label_raw,row_label_full,Thuế giá trị gia tăng,Số dư tại ngày1/1/2022Triệu VND(trình bày lại) > 144.983,Phát sinh trong năm > Số phải nộpTriệu VND > 485.326,Phát sinh trong năm > Số đã nộpTriệu VND > (573.234),Số dư tại ngày 31/12/2022 > Phải trảTriệu VND > 57.075,Số dư tại ngày 31/12/2022 > Ứng trướcTriệu VND > -,Số dư tại ngày 31/12/2022 > Tổng cộngTriệu VND > 57.075,numeric__Số dư tại ngày1/1/2022Triệu VND(trình bày lại) > 144.983,numeric__Phát sinh trong năm > Số phải nộpTriệu VND > 485.326,numeric__Phát sinh trong năm > Số đã nộpTriệu VND > (573.234),numeric__Số dư tại ngày 31/12/2022 > Phải trảTriệu VND > 57.075,numeric__Số dư tại ngày 31/12/2022 > Ứng trướcTriệu VND > -,numeric__Số dư tại ngày 31/12/2022 > Tổng cộngTriệu VND > 57.075
Thuế TNDN,Thuế TNDN,Thuế TNDN,568.185,8.265.349,(3.820.917),5.057.074,(44.457),5.012.617,568185.0,8265349.0,-3820917.0,5057074.0,-44457.0,5012617.0
Trong đó:- Thuế TNDN của Ngân hàng,Trong đó:- Thuế TNDN của Ngân hàng,Trong đó:- Thuế TNDN của Ngân hàng,568.492,8.265.101,(3.820.917),5.057.074,(44.398),5.012.676,568492.0,8265101.0,-3820917.0,5057074.0,-44398.0,5012676.0
- Điều chỉnh thuế các năm trước,- Điều chỉnh thuế các năm trước,- Điều chỉnh thuế các năm trước,(250),250,-,-,-,-,-250.0,250.0,,,,
- Nghĩa vụ thuế năm 2008 của Vinafico,- Nghĩa vụ thuế năm 2008 của Vinafico,- Nghĩa vụ thuế năm 2008 của Vinafico,(57),(2),-,-,(59),(59),-57.0,-2.0,,,-59.0,-59.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,152.019,1.661.994,(1.622.134),191.881,(2),191.879,152019.0,1661994.0,-1622134.0,191881.0,-2.0,191879.0
,,,865.187,10.412.669,(6.016.285),5.306.030,(44.459),5.261.571,865187.0,10412669.0,-6016285.0,5306030.0,-44459.0,5261571.0
