row_label_raw,row_label_full,Lợi nhuận kế toán trước thuế trong năm,Năm 2022VND > 455.331.527.507,Năm 2021VND > 442.491.900.344,numeric__Năm 2022VND > 455.331.527.507,numeric__Năm 2021VND > 442.491.900.344
Cộng: Các khoản điều chỉnh tăng,Cộng: Các khoản điều chỉnh tăng,Cộng: Các khoản điều chỉnh tăng,14.725.754.024,12.213.832.367,14725754024.0,12213832367.0
Trừ: Thu nhập được miễn thuế,Trừ: Thu nhập được miễn thuế,Trừ: Thu nhập được miễn thuế,(472.117.529.136),(338.740.587.999),-472117529136.0,-338740587999.0
Thu nhập tính thuế từ hoạt động kinh doanh,Thu nhập tính thuế từ hoạt động kinh doanh,Thu nhập tính thuế từ hoạt động kinh doanh,(2.060.247.605),115.965.144.712,-2060247605.0,115965144712.0
Thuế suất thuế TNDN hiện hành,Thuế suất thuế TNDN hiện hành,Thuế suất thuế TNDN hiện hành,20%,20%,0.2,0.2
Chi phí thuế TNDN tính trên thu nhập chịu thuế năm hiện hành,Chi phí thuế TNDN tính trên thu nhập chịu thuế năm hiện hành,Chi phí thuế TNDN tính trên thu nhập chịu thuế năm hiện hành,-,23.193.028.942,,23193028942.0
