row_label_raw,row_label_full,Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ > Tại ngày 01/01/2022VND,Thuế giá trị gia tăng được khấu trừ > Tại ngày 01/01/2022VND_1,Tại ngày01/01/2022VND > 1.132.859.481 > Trong nămVND,Sốphát sinhVND > 15.181.112.094 > Trong nămVND,Số đãkhẩu trừVND > (10.042.592.375) > Trong nămVND,Tại ngày31/12/2022VND > 6.271.379.200 > Tại ngày 31/12/2022VND,Tại ngày 31/12/2022VND,numeric__Thuế giá trị gia tăng được khấu trừ > Tại ngày 01/01/2022VND,numeric__Thuế giá trị gia tăng được khấu trừ > Tại ngày 01/01/2022VND_1,numeric__Tại ngày01/01/2022VND > 1.132.859.481 > Trong nămVND,numeric__Sốphát sinhVND > 15.181.112.094 > Trong nămVND,numeric__Số đãkhẩu trừVND > (10.042.592.375) > Trong nămVND,numeric__Tại ngày31/12/2022VND > 6.271.379.200 > Tại ngày 31/12/2022VND,numeric__Tại ngày 31/12/2022VND
,,,Phải thu,Phải nộp,Phải nộp,Đã nộp,Đã khấu trừ,Phải thu,Phải nộp,,,,,,,
Thuế giá trịgia tăng,Thuế giá trịgia tăng,Thuế giá trịgia tăng,-,4.086.467.509,16.915.981.020,(10.959.856.154),(10.042.592.375),-,-,,4086467509.0,16915981020.0,-10959856154.0,-10042592375.0,,
Thuế thu nhậpdoanh nghiệp,Thuế thu nhậpdoanh nghiệp,Thuế thu nhậpdoanh nghiệp,-,4.791.047.515,-,(9.987.823.030),-,5.196.775.515,-,,4791047515.0,,-9987823030.0,,5196775515.0,
Thuế thu nhậpcá nhân,Thuế thu nhậpcá nhân,Thuế thu nhậpcá nhân,-,943.103.024,4.017.384.810,(3.996.215.666),-,-,964.272.168,,943103024.0,4017384810.0,-3996215666.0,,,964272168.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,277.698.697,2.140.977.421,(2.176.893.221),-,-,241.782.897,,277698697.0,2140977421.0,-2176893221.0,,,241782897.0
"Thuế nhà đất,tiền thuê đất","Thuế nhà đất,tiền thuê đất","Thuế nhà đất,tiền thuê đất",-,726.121.775,20.534.674.789,(21.260.796.564),-,-,-,,726121775.0,20534674789.0,-21260796564.0,,,
"Thuế, phí vàlệ phí khác","Thuế, phí vàlệ phí khác","Thuế, phí vàlệ phí khác",2.085.005,169.680.280,1.302.057.756,(1.323.996.376),-,2.085.005,147.741.660,2085005.0,169680280.0,1302057756.0,-1323996376.0,,2085005.0,147741660.0
Cộng,Cộng,Cộng,2.085.005,10.994.118.800,44.911.075.796,(49.705.581.011),(10.042.592.375),5.198.860.520,1.353.796.725,2085005.0,10994118800.0,44911075796.0,-49705581011.0,-10042592375.0,5198860520.0,1353796725.0
