row_label_raw,row_label_full,TÀI SẢN,Mã số,TM,Tại ngày 31/12/2022,Tại ngày 01/01/2022,numeric__Mã số,numeric__TM,numeric__Tại ngày 31/12/2022,numeric__Tại ngày 01/01/2022
A. TÀI SẢN NGẮN HẠN,A. TÀI SẢN NGẮN HẠN,A. TÀI SẢN NGẮN HẠN,100,,1.118.270.227.949,1.013.019.794.143,100.0,,1118270227949.0,1013019794143.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,4.1,146.097.599.464,28.158.397.911,110.0,41.0,146097599464.0,28158397911.0
1. Tiền,1. Tiền,1. Tiền,111,,116.097.599.464,28.158.397.911,111.0,,116097599464.0,28158397911.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,30.000.000.000,-,112.0,,30000000000.0,
II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,120,,869.880.000.000,781.295.000.000,120.0,,869880000000.0,781295000000.0
1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,123,4.2,869.880.000.000,781.295.000.000,123.0,42.0,869880000000.0,781295000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,79.432.803.638,190.053.803.608,130.0,,79432803638.0,190053803608.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,4.3,65.856.690.736,53.557.767.261,131.0,43.0,65856690736.0,53557767261.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,,561.476.040,907.855.000,132.0,,561476040.0,907855000.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,4.4,30.070.901.413,145.978.292.155,136.0,44.0,30070901413.0,145978292155.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,4.5,(17.056.264.551),(10.390.110.808),137.0,45.0,-17056264551.0,-10390110808.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,,10.967.533.820,12.134.386.778,140.0,,10967533820.0,12134386778.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,4.6,10.967.533.820,12.134.386.778,141.0,46.0,10967533820.0,12134386778.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,11.892.291.027,1.378.205.846,150.0,,11892291027.0,1378205846.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,4.11,422.051.307,243.261.360,151.0,411.0,422051307.0,243261360.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,4.14,6.271.379.200,1.132.859.481,152.0,414.0,6271379200.0,1132859481.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,4.14,5.198.860.520,2.085.005,153.0,414.0,5198860520.0,2085005.0
