row_label_raw,row_label_full,Số dư đầu năm > Trích lập trong năm,Năm 2022VND > 22.566.554.586 > 8.266.743.714,Năm 2021VND > 20.503.250.426 > 8.980.854.536,numeric__Năm 2022VND > 22.566.554.586 > 8.266.743.714,numeric__Năm 2021VND > 20.503.250.426 > 8.980.854.536
Tăng khác,Tăng khác,Tăng khác,23.860.000,11.920.000,23860000.0,11920000.0
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,(7.714.496.661),(6.929.470.376),-7714496661.0,-6929470376.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,23.142.661.639,22.566.554.586,23142661639.0,22566554586.0
