row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,Năm 2018,Năm 2017,numeric__Thuyết minh,numeric__Năm 2018,numeric__Năm 2017
1. Thu nhập lãi và các khoản thu nhập tương tự,1. Thu nhập lãi và các khoản thu nhập tương tự,1. Thu nhập lãi và các khoản thu nhập tương tự,VI.17,4.738.865,4.437.486,,4738865.0,4437486.0
2. Chỉ phí lãi và các chỉ phí tương tự,2. Chỉ phí lãi và các chỉ phí tương tự,2. Chỉ phí lãi và các chỉ phí tương tự,VI.18,3.757.692,3.319.980,,3757692.0,3319980.0
I. Thu nhập lãi thuần,I. Thu nhập lãi thuần,I. Thu nhập lãi thuần,,981.173,1.117.506,,981173.0,1117506.0
3. Thu nhập từ hoạt động dịch vụ,3. Thu nhập từ hoạt động dịch vụ,3. Thu nhập từ hoạt động dịch vụ,,65.347,56.175,,65347.0,56175.0
4. Chỉ phí hoạt động dịch vụ,4. Chỉ phí hoạt động dịch vụ,4. Chỉ phí hoạt động dịch vụ,,39.926,37.993,,39926.0,37993.0
II. Lãi/lỗ thuần từ hoạt động dịch vụ,II. Lãi/lỗ thuần từ hoạt động dịch vụ,II. Lãi/lỗ thuần từ hoạt động dịch vụ,VI.19,25.421,18.182,,25421.0,18182.0
III. Lãi/lỗ thuần từ hoạt động kinh doanh ngoại hối,III. Lãi/lỗ thuần từ hoạt động kinh doanh ngoại hối,III. Lãi/lỗ thuần từ hoạt động kinh doanh ngoại hối,VI.20,(21.786),-26.857,,-21786.0,-26857.0
IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh,,-,-,,,
V. Lãi/lỗ thuần từ mua bán chứng khoán đầu tư,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh > V. Lãi/lỗ thuần từ mua bán chứng khoán đầu tư,V. Lãi/lỗ thuần từ mua bán chứng khoán đầu tư,VI.21,(22.034),110.022,,-22034.0,110022.0
5. Thu nhập từ hoạt động khác,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh > 5. Thu nhập từ hoạt động khác,5. Thu nhập từ hoạt động khác,,1.064.822,146.938,,1064822.0,146938.0
6. Chỉ phí hoạt động khác,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh > 6. Chỉ phí hoạt động khác,6. Chỉ phí hoạt động khác,,803.579,140.585,,803579.0,140585.0
VI. Lãi/lỗ thuần từ hoạt động khác,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh > VI. Lãi/lỗ thuần từ hoạt động khác,VI. Lãi/lỗ thuần từ hoạt động khác,VI.22,261.243,6.353,,261243.0,6353.0
"VII. Thu nhập từ góp vốn, mua cổ phần","VII. Thu nhập từ góp vốn, mua cổ phần","VII. Thu nhập từ góp vốn, mua cổ phần",,-,-,,,
VIII. Chỉ phí hoạt động,"VII. Thu nhập từ góp vốn, mua cổ phần > VIII. Chỉ phí hoạt động",VIII. Chỉ phí hoạt động,VI.23,999.842,959.550,,999842.0,959550.0
IX. Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,"VII. Thu nhập từ góp vốn, mua cổ phần > IX. Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng",IX. Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,224.175,265.656,,224175.0,265656.0
X.1 Chỉ phí dự phòng rủi ro tín dụng,"VII. Thu nhập từ góp vốn, mua cổ phần > X.1 Chỉ phí dự phòng rủi ro tín dụng",X.1 Chỉ phí dự phòng rủi ro tín dụng,,63.963,62.009,,63963.0,62009.0
X.2 Các khoản xử lý theo đề án tải cấu trúc NH,"VII. Thu nhập từ góp vốn, mua cổ phần > X.2 Các khoản xử lý theo đề án tải cấu trúc NH",X.2 Các khoản xử lý theo đề án tải cấu trúc NH,,72.382,172.903,,72382.0,172903.0
XI. Tổng lợi nhuận trước thuế,"VII. Thu nhập từ góp vốn, mua cổ phần > XI. Tổng lợi nhuận trước thuế",XI. Tổng lợi nhuận trước thuế,,87.830,30.744,,87830.0,30744.0
7. Chỉ phí thuế TNDN hiện hành,"VII. Thu nhập từ góp vốn, mua cổ phần > 7. Chỉ phí thuế TNDN hiện hành",7. Chỉ phí thuế TNDN hiện hành,,51.590,8.789,,51590.0,8789.0
8. Chỉ phí thuế TNDN hoãn lại,8. Chỉ phí thuế TNDN hoãn lại,8. Chỉ phí thuế TNDN hoãn lại,,-,-,,,
XII. Chỉ phí thuế Thu nhập doanh nghiệp,8. Chỉ phí thuế TNDN hoãn lại > XII. Chỉ phí thuế Thu nhập doanh nghiệp,XII. Chỉ phí thuế Thu nhập doanh nghiệp,VI.24,51.590,8.789,,51590.0,8789.0
XIII. Lợi nhuận sau thuế Thu nhập doanh nghiệp,8. Chỉ phí thuế TNDN hoãn lại > XIII. Lợi nhuận sau thuế Thu nhập doanh nghiệp,XIII. Lợi nhuận sau thuế Thu nhập doanh nghiệp,,36.240,21.955,,36240.0,21955.0
XIV. Lợi ích của cổ đông thiếu số,XIV. Lợi ích của cổ đông thiếu số,XIV. Lợi ích của cổ đông thiếu số,,-,-,,,
XV. Lãi cơ bản trên cổ phiếu (VND),XIV. Lợi ích của cổ đông thiếu số > XV. Lãi cơ bản trên cổ phiếu (VND),XV. Lãi cơ bản trên cổ phiếu (VND),VI.16.2,122,74,,122.0,74.0
