row_label_raw,row_label_full,Giá trị trái phiếu chuyển đổi,VNDNgày 31 tháng 12năm 2017 > 500.000.000.000,numeric__VNDNgày 31 tháng 12năm 2017 > 500.000.000.000
Cơ cấu vốn chủ sở hữu (TM số 20.1),Cơ cấu vốn chủ sở hữu (TM số 20.1),Cơ cấu vốn chủ sở hữu (TM số 20.1),(40.503.427.830),-40503427830.0
Cơ cấu nợ gốc ghi nhận ban đầu,Cơ cấu nợ gốc ghi nhận ban đầu,Cơ cấu nợ gốc ghi nhận ban đầu,459.496.572.170,459496572170.0
Cộng: Số phân bổ lũy kế,Cộng: Số phân bổ lũy kế,Cộng: Số phân bổ lũy kế,11.849.354.056,11849354056.0
Cơ cấu nợ gốc tại ngày cuối năm,Cơ cấu nợ gốc tại ngày cuối năm,Cơ cấu nợ gốc tại ngày cuối năm,471.345.926.226,471345926226.0
