row_label_raw,row_label_full,Trong đó :,Trong đó :_1,numeric__Trong đó :_1
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,436.346.310.548,436346310548.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,607.704.192.000,607704192000.0
