row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Các khoản chi phí bán hàng,Các khoản chi phí bán hàng,Các khoản chi phí bán hàng,Các khoản chi phí bán hàng,Các khoản chi phí bán hàng,,
Chi phí hoa hồng bán hàng,Các khoản chi phí bán hàng > Chi phí hoa hồng bán hàng,Chi phí hoa hồng bán hàng,8.589.182.364,85.991.371.491,8589182364.0,85991371491.0
Chi phí hỗ trợ lãi suất,Các khoản chi phí bán hàng > Chi phí hỗ trợ lãi suất,Chi phí hỗ trợ lãi suất,4.103.352.189,17.906.446.025,4103352189.0,17906446025.0
Chi phí nhân viên,Các khoản chi phí bán hàng > Chi phí nhân viên,Chi phí nhân viên,2.899.583.982,21.600.382.380,2899583982.0,21600382380.0
"Chi phí tiếp thị, nhà mẫu","Các khoản chi phí bán hàng > Chi phí tiếp thị, nhà mẫu","Chi phí tiếp thị, nhà mẫu",2.208.504.654,15.691.548.468,2208504654.0,15691548468.0
Chi phí tự vấn,Các khoản chi phí bán hàng > Chi phí tự vấn,Chi phí tự vấn,1.782.314.455,19.254.849.729,1782314455.0,19254849729.0
Chi phí bán hàng khác,Các khoản chi phí bán hàng > Chi phí bán hàng khác,Chi phí bán hàng khác,4.986.628.760,7.189.896.471,4986628760.0,7189896471.0
,,,24.569.566.404,167.634.494.564,24569566404.0,167634494564.0
Các khoản chi phí quản lý doanh nghiệp,Các khoản chi phí quản lý doanh nghiệp,Các khoản chi phí quản lý doanh nghiệp,Các khoản chi phí quản lý doanh nghiệp,Các khoản chi phí quản lý doanh nghiệp,,
Chi phí lượng nhân viên,Các khoản chi phí quản lý doanh nghiệp > Chi phí lượng nhân viên,Chi phí lượng nhân viên,77.930.115.326,62.808.166.067,77930115326.0,62808166067.0
Chi phí dịch vụ mua ngoài,Các khoản chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,12.771.621.905,17.008.176.970,12771621905.0,17008176970.0
Chi phí đi thuê,Các khoản chi phí quản lý doanh nghiệp > Chi phí đi thuê,Chi phí đi thuê,8.210.688.756,6.480.480.221,8210688756.0,6480480221.0
Chi phí khấu hao,Các khoản chi phí quản lý doanh nghiệp > Chi phí khấu hao,Chi phí khấu hao,1.040.607.076,972.218.160,1040607076.0,972218160.0
Chi phí quản lý doanh nghiệp khác,Các khoản chi phí quản lý doanh nghiệp > Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp khác,13.006.253.476,11.985.076.197,13006253476.0,11985076197.0
,,,112.959.286.539,99.254.117.615,112959286539.0,99254117615.0
TỔNG CỘNG,Các khoản chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,137.528.852.943,266.888.612.179,137528852943.0,266888612179.0
