row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí hoa hồng môi giới,Ngắn hạn > Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,43.048.458.663,36.823.583.566,43048458663.0,36823583566.0
"Công cụ, dụng cụ","Ngắn hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",10.601.238.577,7.817.443.573,10601238577.0,7817443573.0
Chi phí thuê văn phòng,Ngắn hạn > Chi phí thuê văn phòng,Chi phí thuê văn phòng,10.045.711.041,2.092.773.835,10045711041.0,2092773835.0
Khác,Ngắn hạn > Khác,Khác,5.996.981.599,3.775.216.462,5996981599.0,3775216462.0
,,,69.692.389.880,50.509.017.436,69692389880.0,50509017436.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Chi phí hoa hồng môi giới, nhà mẫu","Dài hạn > Chi phí hoa hồng môi giới, nhà mẫu","Chi phí hoa hồng môi giới, nhà mẫu",731.726.840.296,104.536.599.794,731726840296.0,104536599794.0
"Công cụ, dụng cụ","Dài hạn > Công cụ, dụng cụ","Công cụ, dụng cụ",21.831.023.522,25.700.854.427,21831023522.0,25700854427.0
Chi phí thuê đất,Dài hạn > Chi phí thuê đất,Chi phí thuê đất,15.906.408.053,-,15906408053.0,
Chi phí sửa chữa văn phòng,Dài hạn > Chi phí sửa chữa văn phòng,Chi phí sửa chữa văn phòng,13.629.636.532,3.125.440.472,13629636532.0,3125440472.0
Khác,Dài hạn > Khác,Khác,18.738.246.319,2.984.925.592,18738246319.0,2984925592.0
,,,801.832.154.722,136.347.820.285,801832154722.0,136347820285.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,871.524.544.602,186.856.837.721,871524544602.0,186856837721.0
