row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu năm > 85.305.345.114,Số phải nộp trong năm > 311.981.334.926,Số đã nộp trong năm > (242.276.805.558),VND Số cuối năm > 155.009.874.482,numeric__Số đầu năm > 85.305.345.114,numeric__Số phải nộp trong năm > 311.981.334.926,numeric__Số đã nộp trong năm > (242.276.805.558),numeric__VND Số cuối năm > 155.009.874.482
Thuế TNDN,Thuế TNDN,Thuế TNDN,346.864.312.024,505.980.349.738,(337.164.635.388),515.680.026.374,346864312024.0,505980349738.0,-337164635388.0,515680026374.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,33.398.206.579,111.249.646.562,(116.788.878.936),27.858.974.205,33398206579.0,111249646562.0,-116788878936.0,27858974205.0
Khác,Khác,Khác,16.936.366,15.346.862.747,(14.526.415.315),837.383.798,16936366.0,15346862747.0,-14526415315.0,837383798.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,465.584.800.083,944.558.193.973,(710.756.735.197),699.386.258.859,465584800083.0,944558193973.0,-710756735197.0,699386258859.0
