row_label_raw,row_label_full,Số đầu năm,564.988.410.000,numeric__564.988.410.000
Thanh lý,Thanh lý,Thanh lý,(68.472.200.000),-68472200000.0
Số cuối năm,Số cuối năm,Số cuối năm,496.516.210.000,496516210000.0
Phần lợi nhuận lũy kế sau khi mua công ty liên kết:,Phần lợi nhuận lũy kế sau khi mua công ty liên kết:,Phần lợi nhuận lũy kế sau khi mua công ty liên kết:,Phần lợi nhuận lũy kế sau khi mua công ty liên kết:,
Số đầu năm,Phần lợi nhuận lũy kế sau khi mua công ty liên kết: > Số đầu năm,Số đầu năm,535.377.594.321,535377594321.0
Phần lợi nhuận từ công ty liên kết trong năm,Phần lợi nhuận lũy kế sau khi mua công ty liên kết: > Phần lợi nhuận từ công ty liên kết trong năm,Phần lợi nhuận từ công ty liên kết trong năm,149.336.502.241,149336502241.0
Thanh lý,Phần lợi nhuận lũy kế sau khi mua công ty liên kết: > Thanh lý,Thanh lý,(102.412.053.320),-102412053320.0
Số cuối năm,Phần lợi nhuận lũy kế sau khi mua công ty liên kết: > Số cuối năm,Số cuối năm,582.302.043.242,582302043242.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,
Số đầu năm,Giá trị còn lại: > Số đầu năm,Số đầu năm,1.100.366.004.321,1100366004321.0
Số cuối năm,Giá trị còn lại: > Số cuối năm,Số cuối năm,1.078.818.253.242,1078818253242.0
