row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
LDG,LDG,LDG,Công ty liên kết,Ứng tiền nhận chuyển nhượng dự án,489.740.000.000,-,,,489740000000.0,
LDG,LDG,LDG,Công ty liên kết,Nhận vốn góp HĐHTKD,316.250.000.000,-,,,316250000000.0,
LDG,LDG,LDG,Công ty liên kết,Vốn góp HĐHTKD dài hạn,162.712.506.018,141.540.118.870,,,162712506018.0,141540118870.0
LDG,LDG,LDG,Công ty liên kết,Chia lợi nhuận HĐHTKD,90.909.090.909,-,,,90909090909.0,
LDG,LDG,LDG,Công ty liên kết,Doanh thu dịch vụ BĐS,79.277.219.479,37.219.010.037,,,79277219479.0,37219010037.0
LDG,LDG,LDG,Công ty liên kết,Nhận đặt cọc chuyển nhượng cổ phần,70.000.000.000,-,,,70000000000.0,
LDG,LDG,LDG,Công ty liên kết,Nhận ký quỹ HĐHTKD,30.866.645.000,-,,,30866645000.0,
LDG,LDG,LDG,Công ty liên kết,Doanh thu dịch vụ xây dựng,-,35.683.142.803,,,,35683142803.0
LDG,LDG,LDG,Công ty liên kết,Thu hồi cho vay,-,34.800.000.000,,,,34800000000.0
LDG,LDG,LDG,Công ty liên kết,Lãi từ cho vay,-,4.135.666.665,,,,4135666665.0
Công ty Cổ phần Đầu tư Xây dựng Đại Thịnh Phát (“Đại Thịnh Phát”),Công ty Cổ phần Đầu tư Xây dựng Đại Thịnh Phát (“Đại Thịnh Phát”),Công ty Cổ phần Đầu tư Xây dựng Đại Thịnh Phát (“Đại Thịnh Phát”),Bên liên quan,Doanh thu dịch vụ xây dựng,176.168.681.165,182.436.263.854,,,176168681165.0,182436263854.0
Công ty Cổ phần Đầu tư và Phát triển Địa ốc Nam Sài Gòn (“Nam Sài Gòn”),Công ty Cổ phần Đầu tư và Phát triển Địa ốc Nam Sài Gòn (“Nam Sài Gòn”),Công ty Cổ phần Đầu tư và Phát triển Địa ốc Nam Sài Gòn (“Nam Sài Gòn”),Bên liên quan,Doanh thu dịch vụ xây dựng,16.339.437.495,24.911.881.364,,,16339437495.0,24911881364.0
