row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Phải trả bên thứ ba,Phải trả bên thứ ba,Phải trả bên thứ ba,1.185.795.936.249,580.824.242.993,1185795936249.0,580824242993.0
- Công ty TNHH Đầu tư và Phát triển Du lịch Khang Hưng,- Công ty TNHH Đầu tư và Phát triển Du lịch Khang Hưng,- Công ty TNHH Đầu tư và Phát triển Du lịch Khang Hưng,657.770.771.665,-,657770771665.0,
- Công ty TNHH Kim Hưng Phát,- Công ty TNHH Kim Hưng Phát,- Công ty TNHH Kim Hưng Phát,55.444.440.569,15.480.104.875,55444440569.0,15480104875.0
- Công ty Cổ phần Vật tư Thiết bị và Đầu tư Xây dựng M.E.I,- Công ty Cổ phần Vật tư Thiết bị và Đầu tư Xây dựng M.E.I,- Công ty Cổ phần Vật tư Thiết bị và Đầu tư Xây dựng M.E.I,38.129.044.052,12.346.593.929,38129044052.0,12346593929.0
- Công ty TNHH Xây dựng Bình Định,- Công ty TNHH Xây dựng Bình Định,- Công ty TNHH Xây dựng Bình Định,33.303.115.283,52.257.990.064,33303115283.0,52257990064.0
- Công ty Cổ phần Vinaconex 25,- Công ty Cổ phần Vinaconex 25,- Công ty Cổ phần Vinaconex 25,33.259.722.939,27.106.705.859,33259722939.0,27106705859.0
- Công ty Cổ phần Đầu tư và Xây dựng Hung Long Phát,- Công ty Cổ phần Đầu tư và Xây dựng Hung Long Phát,- Công ty Cổ phần Đầu tư và Xây dựng Hung Long Phát,20.645.235.223,36.774.364.298,20645235223.0,36774364298.0
- Công ty TNHH Xây dựng Thương mại Dịch vụ An Thiên Phú,- Công ty TNHH Xây dựng Thương mại Dịch vụ An Thiên Phú,- Công ty TNHH Xây dựng Thương mại Dịch vụ An Thiên Phú,19.178.328.627,37.407.113.956,19178328627.0,37407113956.0
- Công ty Cổ phần Siêu thị Vật liệu Xây dựng Thế giới Nhà,- Công ty Cổ phần Siêu thị Vật liệu Xây dựng Thế giới Nhà,- Công ty Cổ phần Siêu thị Vật liệu Xây dựng Thế giới Nhà,11.191.341.000,31.306.072.348,11191341000.0,31306072348.0
- Công ty TNHH Xây dựng và Xây lắp điện Thế Minh,- Công ty TNHH Xây dựng và Xây lắp điện Thế Minh,- Công ty TNHH Xây dựng và Xây lắp điện Thế Minh,1.899.490.724,25.127.016.790,1899490724.0,25127016790.0
- Khác,- Khác,- Khác,314.974.446.167,343.018.280.874,314974446167.0,343018280874.0
Phải trả bên liên quan (Thuyết minh số 34),Phải trả bên liên quan (Thuyết minh số 34),Phải trả bên liên quan (Thuyết minh số 34),717.797.645,149.599.872,717797645.0,149599872.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.186.513.733.894,580.973.842.865,1186513733894.0,580973842865.0
