row_label_raw,row_label_full,Tên công ty con,Lĩnh vực Tỉnh trạng kinh doanh hoạt động,Lĩnh vực Tỉnh trạng kinh doanh hoạt động_1,Tỷ lệ biểu quyết,Tỷ lệ biểu quyết_1,numeric__Lĩnh vực Tỉnh trạng kinh doanh hoạt động,numeric__Lĩnh vực Tỉnh trạng kinh doanh hoạt động_1,numeric__Tỷ lệ biểu quyết,numeric__Tỷ lệ biểu quyết_1
Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực Tỉnh trạng kinh doanh hoạt động,Lĩnh vực Tỉnh trạng kinh doanh hoạt động,Tại ngày 31 tháng 12 năm 2019 (%),Tại ngày 31 tháng 12 năm 2018 (%),,,,
(35) Công ty Cổ phần Bất động sản Cần Thơ (“Bất động sản Cần Thơ”) (trước đây là Công ty Cổ phần Dịch vụ Đất Xanh Cần Thơ),Tên công ty con > (35) Công ty Cổ phần Bất động sản Cần Thơ (“Bất động sản Cần Thơ”) (trước đây là Công ty Cổ phần Dịch vụ Đất Xanh Cần Thơ),(35) Công ty Cổ phần Bất động sản Cần Thơ (“Bất động sản Cần Thơ”) (trước đây là Công ty Cổ phần Dịch vụ Đất Xanh Cần Thơ),Kinh doanh và môi giới BĐS,Đang hoạt động,51,-,,,51.0,
(36) Công ty Cổ phần Dịch vụ Bất động sản Nam Miền Tây (“Bất động sản Nam Miền Tây”) (trước đây là Công ty Cổ phần Bất động sản Đất Xanh An Giang),Tên công ty con > (36) Công ty Cổ phần Dịch vụ Bất động sản Nam Miền Tây (“Bất động sản Nam Miền Tây”) (trước đây là Công ty Cổ phần Bất động sản Đất Xanh An Giang),(36) Công ty Cổ phần Dịch vụ Bất động sản Nam Miền Tây (“Bất động sản Nam Miền Tây”) (trước đây là Công ty Cổ phần Bất động sản Đất Xanh An Giang),Kinh doanh và môi giới BĐS,Đang hoạt động,51,-,,,51.0,
(37) Công ty Cổ phần Dịch vụ Quản lý Tài sản và Đầu tư Asahi Japan (“Asahi”),Tên công ty con > (37) Công ty Cổ phần Dịch vụ Quản lý Tài sản và Đầu tư Asahi Japan (“Asahi”),(37) Công ty Cổ phần Dịch vụ Quản lý Tài sản và Đầu tư Asahi Japan (“Asahi”),Quản lý tài sản và đầu tư BĐS,Đang hoạt động,51,-,,,51.0,
(38) Công ty Cổ phần Công nghệ Thông tin Bất động sản Việt Nam (“Công Nghệ Thông Tin Bất động sản”),Tên công ty con > (38) Công ty Cổ phần Công nghệ Thông tin Bất động sản Việt Nam (“Công Nghệ Thông Tin Bất động sản”),(38) Công ty Cổ phần Công nghệ Thông tin Bất động sản Việt Nam (“Công Nghệ Thông Tin Bất động sản”),Kinh doanh và môi giới BĐS,Đang hoạt động,100,-,,,100.0,
(39) Công ty TNHH Đầu tư Bất động sản Hà An Land (“Hà An Land”),Tên công ty con > (39) Công ty TNHH Đầu tư Bất động sản Hà An Land (“Hà An Land”),(39) Công ty TNHH Đầu tư Bất động sản Hà An Land (“Hà An Land”),Kinh doanh BĐS,Đang hoạt động,100,-,,,100.0,
(40) Công ty Cổ phần Đầu tư Bất động sản Tây Nam Bộ (“Bất động sản Tây Nam Bộ”),Tên công ty con > (40) Công ty Cổ phần Đầu tư Bất động sản Tây Nam Bộ (“Bất động sản Tây Nam Bộ”),(40) Công ty Cổ phần Đầu tư Bất động sản Tây Nam Bộ (“Bất động sản Tây Nam Bộ”),Kinh doanh BĐS,Đang hoạt động,100,-,,,100.0,
(41) Công ty TNHH Charm & CI Việt Nam (“Charm & CI”),Tên công ty con > (41) Công ty TNHH Charm & CI Việt Nam (“Charm & CI”),(41) Công ty TNHH Charm & CI Việt Nam (“Charm & CI”),Kinh doanh BĐS,Đang hoạt động,100,-,,,100.0,
(42) Công ty Cổ phần Bất động sản Bắc Miền Tây (“Bất động sản Bắc Miền Tây”),Tên công ty con > (42) Công ty Cổ phần Bất động sản Bắc Miền Tây (“Bất động sản Bắc Miền Tây”),(42) Công ty Cổ phần Bất động sản Bắc Miền Tây (“Bất động sản Bắc Miền Tây”),Kinh doanh BĐS,Đang hoạt động,51,-,,,51.0,
(43) Công ty Cổ phần Bất Đông Sản Bắc Bộ (“Bất Đông Sản Bắc Bộ”),Tên công ty con > (43) Công ty Cổ phần Bất Đông Sản Bắc Bộ (“Bất Đông Sản Bắc Bộ”),(43) Công ty Cổ phần Bất Đông Sản Bắc Bộ (“Bất Đông Sản Bắc Bộ”),Kinh doanh BĐS,Đang hoạt động,51,-,,,51.0,
