row_label_raw,row_label_full,Ông Lương Trí Thìn,Tổng Giám đốc,col_2,numeric__Tổng Giám đốc,numeric__col_2
Ông Nguyễn Khánh Hưng,Ông Nguyễn Khánh Hưng,Ông Nguyễn Khánh Hưng,Phó Tổng Giám đốc,từ nhiệm ngày 23 tháng 12 năm 2019,,
Ông Bùi Ngọc Đức,Ông Bùi Ngọc Đức,Ông Bùi Ngọc Đức,Phó Tổng Giám đốc,,,
Bà Đỗ Thị Thái,Bà Đỗ Thị Thái,Bà Đỗ Thị Thái,Phó Tổng Giám đốc,,,
Ông Nguyễn Trường Sơn,Ông Nguyễn Trường Sơn,Ông Nguyễn Trường Sơn,Phó Tổng Giám đốc,,,
Ông Trần Công Luận,Ông Trần Công Luận,Ông Trần Công Luận,Phó Tổng Giám đốc,từ nhiệm ngày 26 tháng 7 năm 2019,,
Bà Trần Thị Thùy Trang,Bà Trần Thị Thùy Trang,Bà Trần Thị Thùy Trang,Kế toán trưởng,,,
