row_label_raw,row_label_full,Số đầu năm > Vay trong năm,Năm nay > 2.865.820.538.726 > 3.876.280.851.713,VNDNăm trước > 2.529.404.653.968 > 2.789.276.887.627,numeric__Năm nay > 2.865.820.538.726 > 3.876.280.851.713,numeric__VNDNăm trước > 2.529.404.653.968 > 2.789.276.887.627
Trả nợ gốc vay,Trả nợ gốc vay,Trả nợ gốc vay,(2.339.661.522.607),(2.451.889.813.557),-2339661522607.0,-2451889813557.0
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,(13.993.557.851),(14.306.881.720),-13993557851.0,-14306881720.0
Phân bổ chi phí phát hành trái phiếu,Phân bổ chi phí phát hành trái phiếu,Phân bổ chi phí phát hành trái phiếu,11.284.696.850,13.335.692.408,11284696850.0,13335692408.0
Số cuối năm,Số cuối năm,Số cuối năm,4.399.731.006.831,2.865.820.538.726,4399731006831.0,2865820538726.0
