row_label_raw,row_label_full,Tên đơn vị,Số cuối năm > Tỷ lệ vốn nằm giữ trực tiếp(%),Số cuối năm > Tỷ lệ quyền biểu quyết(%),Số đầu năm > Tỷ lệ vốn nằm giữ trực tiếp(%),Số đầu năm > Tỷ lệ quyền biểu quyết(%),numeric__Số cuối năm > Tỷ lệ vốn nằm giữ trực tiếp(%),numeric__Số cuối năm > Tỷ lệ quyền biểu quyết(%),numeric__Số đầu năm > Tỷ lệ vốn nằm giữ trực tiếp(%),numeric__Số đầu năm > Tỷ lệ quyền biểu quyết(%)
Công ty An Tiến,Công ty An Tiến,Công ty An Tiến,"54,85%","54,85%","54,85%","54,85%",0.5485,0.5485,0.5485,0.5485
Công ty An Phát Complex,Công ty An Phát Complex,Công ty An Phát Complex,"93,04%","93,04%","93,04%","93,04%",0.9304000000000001,0.9304000000000001,0.9304000000000001,0.9304000000000001
Công ty An Phát Complex 1,Công ty An Phát Complex 1,Công ty An Phát Complex 1,24%,"99,99%",24%,"99,99%",0.24,0.9998999999999999,0.24,0.9998999999999999
Công ty An Vinh,Công ty An Vinh,Công ty An Vinh,"99,95%","99,95%","99,95%","99,95%",0.9995,0.9995,0.9995,0.9995
"An Phat International, Inc.","An Phat International, Inc.","An Phat International, Inc.","99,99%","99,99%","99,99%","99,99%",0.9998999999999999,0.9998999999999999,0.9998999999999999,0.9998999999999999
Công ty An Thành,Công ty An Thành,Công ty An Thành,"48,69%","99,69%","48,69%","99,69%",0.4869,0.9969,0.4869,0.9969
Công ty PBAT,Công ty PBAT,Công ty PBAT,"21,15%",100%,"21,15%",55%,0.2115,1.0,0.2115,0.55
Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,Công ty Nhựa Hà Nội,"62,75%","62,75%",-,-,0.6275,0.6275,,
