row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,Đơn vị tính: VND > Số đầu năm > Giá trị,Đơn vị tính: VND > Số đầu năm > Số có khả năng trả nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ,numeric__Đơn vị tính: VND > Số đầu năm > Giá trị,numeric__Đơn vị tính: VND > Số đầu năm > Số có khả năng trả nợ
Người mua trả tiền trước khác,Người mua trả tiền trước khác,Người mua trả tiền trước khác,43.480.935.921,43.480.935.921,57.440.158.533,57.440.158.533,43480935921.0,43480935921.0,57440158533.0,57440158533.0
Trả trước từ bên liên quan (Thuyết minh số 31),Trả trước từ bên liên quan (Thuyết minh số 31),Trả trước từ bên liên quan (Thuyết minh số 31),64.804.630.590,64.804.630.590,7.691.280.519,7.691.280.519,64804630590.0,64804630590.0,7691280519.0,7691280519.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,108.285.566.511,108.285.566.511,65.131.439.052,65.131.439.052,108285566511.0,108285566511.0,65131439052.0,65131439052.0
