row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
"An Phat International, Inc.","An Phat International, Inc.","An Phat International, Inc.",Công ty con,Mua hàng hóa,16.030.672.515,51.622.466.427,,,16030672515.0,51622466427.0
"An Phat International, Inc.","An Phat International, Inc.","An Phat International, Inc.",Công ty con,Thanh toán tiền hàng,16.049.439.449,51.601.411.663,,,16049439449.0,51601411663.0
"An Phat International, Inc.","An Phat International, Inc.","An Phat International, Inc.",Công ty con,Doanh thu bán hàng và cung cấp dịch vụ,-,20.660.454.223,,,,20660454223.0
"An Phat International, Inc.","An Phat International, Inc.","An Phat International, Inc.",Công ty con,Thu tiền hàng,2.415.755.547,44.446.266.755,,,2415755547.0,44446266755.0
Công ty An Tín,Công ty An Tín,Công ty An Tín,Công ty con,Mua dịch vụ,113.124.769.391,70.803.232.891,,,113124769391.0,70803232891.0
Công ty An Tín,Công ty An Tín,Công ty An Tín,Công ty con,Thanh toán tiền phí dịch vụ,110.461.089.252,76.482.020.170,,,110461089252.0,76482020170.0
Công ty An Tín,Công ty An Tín,Công ty An Tín,Công ty con,Thanh toán phí dịch vụ chi hộ,26.382.706.729,15.670.826.690,,,26382706729.0,15670826690.0
Công ty An Tín,Công ty An Tín,Công ty An Tín,Công ty con,Doanh thu cung cấp dịch vụ,1.092.636.368,-,,,1092636368.0,
Công ty An Tín,Công ty An Tín,Công ty An Tín,Công ty con,Thu tiền hàng,1.195.320.000,-,,,1195320000.0,
Công ty An Phát Complex,Công ty An Phát Complex,Công ty An Phát Complex,Công ty con,Cho vay,97.500.000.000,536.465.000.000,,,97500000000.0,536465000000.0
Công ty An Phát Complex,Công ty An Phát Complex,Công ty An Phát Complex,Công ty con,Thu hồi gốc vay,355.480.000.000,289.485.000.000,,,355480000000.0,289485000000.0
Công ty An Phát Complex,Công ty An Phát Complex,Công ty An Phát Complex,Công ty con,Lãi cho vay,1.379.159.178,14.812.136.575,,,1379159178.0,14812136575.0
Công ty An Phát Complex,Công ty An Phát Complex,Công ty An Phát Complex,Công ty con,Thu tiền lãi cho vay,1.379.159.178,2.572.527.396,,,1379159178.0,2572527396.0
Công ty An Phát Complex,Công ty An Phát Complex,Công ty An Phát Complex,Công ty con,Cổ tức được chia,140.700.000.000,-,,,140700000000.0,
Công ty An Phát Complex,Công ty An Phát Complex,Công ty An Phát Complex,Công ty con,Nhận cổ tức bằng tiền,140.700.000.000,-,,,140700000000.0,
Công ty An Phát Complex,Công ty An Phát Complex,Công ty An Phát Complex,Công ty con,Doanh thu bán hàng hóa và cung cấp dịch vụ,529.315.000,262.393.184,,,529315000.0,262393184.0
Công ty An Phát Complex,Công ty An Phát Complex,Công ty An Phát Complex,Công ty con,Thu tiền hàng và cung cấp dịch vụ,576.460.000,-,,,576460000.0,
Công ty An Phát Complex,Công ty An Phát Complex,Công ty An Phát Complex,Công ty con,Mua hàng hóa,983.627.870,-,,,983627870.0,
Công ty An Phát Complex,Công ty An Phát Complex,Công ty An Phát Complex,Công ty con,Thanh toán phí dịch vụ,958.646.972,-,,,958646972.0,
"AFC Ecoplastics, LLC.","AFC Ecoplastics, LLC.","AFC Ecoplastics, LLC.",Công ty con,Doanh thu bán hàng,46.770.988.792,26.991.698.021,,,46770988792.0,26991698021.0
"AFC Ecoplastics, LLC.","AFC Ecoplastics, LLC.","AFC Ecoplastics, LLC.",Công ty con,Thu tiền hàng,45.952.101.025,26.220.978.264,,,45952101025.0,26220978264.0
Công ty PBAT,Công ty PBAT,Công ty PBAT,Công ty con,Cho vay,650.000.000,98.940.000.000,,,650000000.0,98940000000.0
Công ty PBAT,Công ty PBAT,Công ty PBAT,Công ty con,Nhận tiền cho vay,99.590.000.000,-,,,99590000000.0,
Công ty PBAT,Công ty PBAT,Công ty PBAT,Công ty con,Lãi cho vay,1.029.254.848,6.014.336.439,,,1029254848.0,6014336439.0
Công ty PBAT,Công ty PBAT,Công ty PBAT,Công ty con,Thu tiền lãi cho vay,7.043.591.287,-,,,7043591287.0,
Công ty Ankor,Công ty Ankor,Công ty Ankor,Công ty con,Mua dịch vụ,5.320.735.500,5.059.836.325,,,5320735500.0,5059836325.0
Công ty Ankor,Công ty Ankor,Công ty Ankor,Công ty con,Thanh toán phí dịch vụ,-,1.926.615.137,,,,1926615137.0
Công ty Ankor,Công ty Ankor,Công ty Ankor,Công ty con,Doanh thu bán hàng và cung cấp dịch vụ,-,2.269.377.600,,,,2269377600.0
Công ty Ankor,Công ty Ankor,Công ty Ankor,Công ty con,Thu tiền hàng và dịch vụ,-,4.111.986.960,,,,4111986960.0
Công ty Ankor,Công ty Ankor,Công ty Ankor,Công ty con,Bù trừ công nợ,5.320.735.500,-,,,5320735500.0,
