row_label_raw,row_label_full,STT,Công ty,31 tháng 12 năm 2024,31 tháng 12 năm 2024_1,31 tháng 12 năm 2023,31 tháng 12 năm 2023_1,Địa chỉ,Hoạt động chính,numeric__Công ty,numeric__31 tháng 12 năm 2024,numeric__31 tháng 12 năm 2024_1,numeric__31 tháng 12 năm 2023,numeric__31 tháng 12 năm 2023_1,numeric__Địa chỉ,numeric__Hoạt động chính
STT,STT,STT,Công ty,Tỷ lệ lợi ích (%),Tỷ lệ quyền biểu quyết (%),Tỷ lệ lợi ích (%),Tỷ lệ quyền biểu quyết (%),Địa chỉ,Hoạt động chính,,,,,,,
1,STT > 1,1,"Công ty Cổ phần An Tiến Industries (""HII"" hoặc ""Công ty An Tiến"")","54,85%","54,85%","54,85%","54,85%","Khu công nghiệp phía Nam, xã Văn Tiến, thành phố Yên Bái, tỉnh Yên Bái, Việt Nam",Sản xuất hạt phụ gia nhựa và bột đá,,0.5485,0.5485,0.5485,0.5485,,
2,STT > 2,2,"Công ty Cổ phần Khu công nghiệp Kỹ thuật cao An Phát (""Công ty An Phát Complex"")","93,04%","93,04%","93,04%","93,04%","Khu công nghiệp Kỹ thuật cao An Phát, Km 47, quốc lộ 5, phường Việt Hòa, thành phố Hải Dương, tỉnh Hải Dương, Việt Nam",Phát triển hạ tầng khu công nghiệp,,0.9304000000000001,0.9304000000000001,0.9304000000000001,0.9304000000000001,,
3,STT > 3,3,"An Thanh Bicsol Singapore PTE. Ltd. (""Công ty An Thành Singapore"") (i)","54,85%",100%,"54,85%",100%,"Số 8, Temasek Boulevard # 44-00 Suntec Tower Three, Singapore",Kinh doanh hạt nhựa,,0.5485,1.0,0.5485,1.0,,
4,STT > 4,4,"Công ty Cổ phần An Thành Bicsol (""Công ty An Thành"") (i)","76,66%","99,69%","76,66%","99,69%","Khu công nghiệp Kỹ thuật cao An Phát, Km 47, quốc lộ 5, phường Việt Hòa, thành phố Hải Dương, tỉnh Hải Dương, Việt Nam",Kinh doanh hạt nhựa,,0.7666,0.9969,0.7666,0.9969,,
5,STT > 5,5,"Công ty Cổ phần Liên vận An Tín (""Công ty An Tín"") (i)","54,31%",99%,"54,31%",99%,"Lô CN11+CN 12, cụm Công nghiệp An Đồng, thị trấn Nam Sách, huyện Nam Sách, tỉnh Hải Dương, Việt Nam","Vận tải hàng hóa bằng đường bộ, đường ven biển và viễn dương",,0.5431,0.99,0.5431,0.99,,
6,STT > 6,6,"Công ty Cổ phần Khu công nghiệp Kỹ thuật cao An Phát 1 (""Công ty An Phát Complex 1"") (i)","94,7%","99,99%","94,7%","99,99%","Khu công nghiệp An Phát 1, Km 72, quốc lộ 37, xã An Bình, huyện Nam Sách, tỉnh Hải Dương, Việt Nam",Phát triển và kinh doanh hạ tầng Khu công nghiệp,,0.9470000000000001,0.9998999999999999,0.9470000000000001,0.9998999999999999,,
