row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Đơn vị tính: VNDNăm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Đơn vị tính: VNDNăm trước
Công ty An Phát Complex 1,Công ty An Phát Complex 1,Công ty An Phát Complex 1,Công ty con,Thuê đất,206.414.120.000,-,,,206414120000.0,
Công ty An Phát Complex 1,Công ty An Phát Complex 1,Công ty An Phát Complex 1,Công ty con,Thanh toán tiền thuê đất,224.757.332.870,-,,,224757332870.0,
Công ty An Phát Complex 1,Công ty An Phát Complex 1,Công ty An Phát Complex 1,Công ty con,Cho vay,29.000.000.000,-,,,29000000000.0,
Công ty An Phát Complex 1,Công ty An Phát Complex 1,Công ty An Phát Complex 1,Công ty con,Nhận tiền cho vay,29.000.000.000,-,,,29000000000.0,
Công ty Nam Việt,Công ty Nam Việt,Công ty Nam Việt,Công ty liên kết,Cổ tức được chia,441.000.000,1.029.000.000,,,441000000.0,1029000000.0
Công ty Nam Việt,Công ty Nam Việt,Công ty Nam Việt,Công ty liên kết,Nhận cổ tức bằng tiền,-,1.029.000.000,,,,1029000000.0
Công ty VMC,Công ty VMC,Công ty VMC,Công ty con (từ ngày 26 tháng 9 năm 2024),Mua tài sản,200.000.000,-,,,200000000.0,
Công ty VMC,Công ty VMC,Công ty VMC,Công ty con (từ ngày 26 tháng 9 năm 2024),Thanh toán tiền mua tài sản,220.000.000,-,,,220000000.0,
Công ty Lương Điền Ngọc Liên,Công ty Lương Điền Ngọc Liên,Công ty Lương Điền Ngọc Liên,Công ty con (từ ngày 16 tháng 10 năm 2024),Cho vay,10.000.000.000,-,,,10000000000.0,
Công ty Lương Điền Ngọc Liên,Công ty Lương Điền Ngọc Liên,Công ty Lương Điền Ngọc Liên,Công ty con (từ ngày 16 tháng 10 năm 2024),Thu hồi gốc vay,10.000.000.000,-,,,10000000000.0,
Công ty An Trung,Công ty An Trung,Công ty An Trung,Công ty con (từ ngày 26 tháng 9 năm 2024),Doanh thu bán hàng hóa và cung cấp dịch vụ,1.664.044.262,-,,,1664044262.0,
Công ty An Trung,Công ty An Trung,Công ty An Trung,Công ty con (từ ngày 26 tháng 9 năm 2024),Nhận thanh toán tiền hàng,1.823.827.863,-,,,1823827863.0,
Công ty An Trung,Công ty An Trung,Công ty An Trung,Công ty con (từ ngày 26 tháng 9 năm 2024),Thanh toán tiền hàng,274.555.988,-,,,274555988.0,
Công ty An Trung,Công ty An Trung,Công ty An Trung,Công ty con (từ ngày 26 tháng 9 năm 2024),Mua hàng hóa,253.857.056,-,,,253857056.0,
Công ty VIEXIM,Công ty VIEXIM,Công ty VIEXIM,Công ty con (từ ngày 26 tháng 9 năm 2024),Doanh thu bán hàng hóa,45.200.000,-,,,45200000.0,
Công ty VIEXIM,Công ty VIEXIM,Công ty VIEXIM,Công ty con (từ ngày 26 tháng 9 năm 2024),Nhận thanh toán tiền hàng,50.215.680,-,,,50215680.0,
Ông Nguyễn Lê Trung,Ông Nguyễn Lê Trung,Ông Nguyễn Lê Trung,Tổng Giám đốc,Chỉ hộ,246.882.154,-,,,246882154.0,
Ông Phạm Ánh Dương,Ông Phạm Ánh Dương,Ông Phạm Ánh Dương,Lãnh đạo chủ chốt của công ty An Phát Holdings (tính đến ngày 09/10/2024),Hoàn ứng,6.035.131.575,1.273.484.589,,,6035131575.0,1273484589.0
Ông Phạm Ánh Dương,Ông Phạm Ánh Dương,Ông Phạm Ánh Dương,Lãnh đạo chủ chốt của công ty An Phát Holdings (tính đến ngày 09/10/2024),Tạm ứng,5.556.036.292,1.681.477.886,,,5556036292.0,1681477886.0
