row_label_raw,row_label_full,Tài sản thuế thu nhập hoãn lạiChênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tính thuế TNDNLỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu > Thuế thu nhập hoãn lại phải trảLãi chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu,Bảng cân đối kế toán riêng > Số cuối năm > 3.102.953.956 > - > 3.102.953.956 > (1.341.608.261),Bảng cân đối kế toán riêng > Số đầu năm > 1.316.838.535 > 799.356.573 > 2.116.195.108 > -,Đơn vị tính: VNDBáo cáo kết quả hoạt độngkinh doanh riêng > Năm nay > 1.786.115.421 > (799.356.573) > (1.341.608.261),Đơn vị tính: VNDBáo cáo kết quả hoạt độngkinh doanh riêng > Năm trước > 58.079.833 > (396.815.443) > -,numeric__Bảng cân đối kế toán riêng > Số cuối năm > 3.102.953.956 > - > 3.102.953.956 > (1.341.608.261),numeric__Bảng cân đối kế toán riêng > Số đầu năm > 1.316.838.535 > 799.356.573 > 2.116.195.108 > -,numeric__Đơn vị tính: VNDBáo cáo kết quả hoạt độngkinh doanh riêng > Năm nay > 1.786.115.421 > (799.356.573) > (1.341.608.261),numeric__Đơn vị tính: VNDBáo cáo kết quả hoạt độngkinh doanh riêng > Năm trước > 58.079.833 > (396.815.443) > -
Tài sản thuế thu nhập hoãn lại thuầnChi phí thuế thu nhập doanh nghiệp hoãn lại tính vào báo cáo kết quả hoạt động kinh doanh riêng,Tài sản thuế thu nhập hoãn lại thuầnChi phí thuế thu nhập doanh nghiệp hoãn lại tính vào báo cáo kết quả hoạt động kinh doanh riêng,Tài sản thuế thu nhập hoãn lại thuầnChi phí thuế thu nhập doanh nghiệp hoãn lại tính vào báo cáo kết quả hoạt động kinh doanh riêng,1.761.345.695,2.116.195.108,,,1761345695.0,2116195108.0,,
Tài sản thuế thu nhập hoãn lại thuầnChi phí thuế thu nhập doanh nghiệp hoãn lại tính vào báo cáo kết quả hoạt động kinh doanh riêng,Tài sản thuế thu nhập hoãn lại thuầnChi phí thuế thu nhập doanh nghiệp hoãn lại tính vào báo cáo kết quả hoạt động kinh doanh riêng,Tài sản thuế thu nhập hoãn lại thuầnChi phí thuế thu nhập doanh nghiệp hoãn lại tính vào báo cáo kết quả hoạt động kinh doanh riêng,,,(354.849.413),(338.735.610),,,-354849413.0,-338735610.0
