row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Đơn vị tính: VND,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Đơn vị tính: VND
Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty mẹ,Nhận chuyển nhượng cổ phần,173.407.166.200,74.200.000.000,,,173407166200.0,74200000000.0
Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty mẹ,Thanh toán tiền chuyển nhượng cổ phần,173.407.166.200,74.200.000.000,,,173407166200.0,74200000000.0
Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty mẹ,Mua hàng hóa và cung cấp dịch vụ,3.481.166.800,2.664.046.267,,,3481166800.0,2664046267.0
Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty mẹ,Thanh toán tiền hàng và phí dịch vụ,3.747.660.144,2.895.317.872,,,3747660144.0,2895317872.0
Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty mẹ,Doanh thu bán hàng và cung cấp dịch vụ,779.343.518,-,,,779343518.0,
Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty An Phát Holdings,Công ty mẹ,Thu tiền hàng và dịch vụ,1.284.440.999,-,,,1284440999.0,
Công ty An Thành,Công ty An Thành,Công ty An Thành,Công ty con,Doanh thu bán hàng và cung cấp dịch vụ,129.089.729.546,370.715.939.850,,,129089729546.0,370715939850.0
Công ty An Thành,Công ty An Thành,Công ty An Thành,Công ty con,Thu tiền hàng và dịch vụ,157.964.420.157,790.495.740.026,,,157964420157.0,790495740026.0
Công ty An Thành,Công ty An Thành,Công ty An Thành,Công ty con,Mua hàng hóa và dịch vụ,127.559.829.540,144.729.779.476,,,127559829540.0,144729779476.0
Công ty An Thành,Công ty An Thành,Công ty An Thành,Công ty con,Thanh toán tiền hàng,148.630.805.249,150.887.328.676,,,148630805249.0,150887328676.0
Công ty An Thành Singapore,Công ty An Thành Singapore,Công ty An Thành Singapore,Công ty con,Mua hàng hóa,51.799.943.460,58.775.121.300,,,51799943460.0,58775121300.0
Công ty An Thành Singapore,Công ty An Thành Singapore,Công ty An Thành Singapore,Công ty con,Thanh toán tiền hàng,45.538.299.630,76.916.881.177,,,45538299630.0,76916881177.0
Công ty An Thành Singapore,Công ty An Thành Singapore,Công ty An Thành Singapore,Công ty con,Doanh thu bán hàng và cung cấp dịch vụ,1.713.270.000,24.191.393.738,,,1713270000.0,24191393738.0
Công ty An Thành Singapore,Công ty An Thành Singapore,Công ty An Thành Singapore,Công ty con,Thu tiền hàng và dịch vụ,1.713.270.000,26.358.340.388,,,1713270000.0,26358340388.0
Công ty An Vinh,Công ty An Vinh,Công ty An Vinh,Công ty con,Doanh thu bán hàng và cung cấp dịch vụ,18.644.439.743,9.623.272.504,,,18644439743.0,9623272504.0
Công ty An Vinh,Công ty An Vinh,Công ty An Vinh,Công ty con,Thu tiền hàng,20.874.778.924,23.516.178.258,,,20874778924.0,23516178258.0
Công ty An Vinh,Công ty An Vinh,Công ty An Vinh,Công ty con,Cho vay,-,22.800.000.000,,,,22800000000.0
Công ty An Vinh,Công ty An Vinh,Công ty An Vinh,Công ty con,Thu hồi gốc vay,15.000.000.000,7.800.000.000,,,15000000000.0,7800000000.0
Công ty An Vinh,Công ty An Vinh,Công ty An Vinh,Công ty con,Cổ tức được chia,-,8.596.000.000,,,,8596000000.0
Công ty An Vinh,Công ty An Vinh,Công ty An Vinh,Công ty con,Nhận cổ tức bằng tiền,-,8.596.000.000,,,,8596000000.0
Công ty An Vinh,Công ty An Vinh,Công ty An Vinh,Công ty con,Mua hàng hóa,1.617.159.650,-,,,1617159650.0,
Công ty An Vinh,Công ty An Vinh,Công ty An Vinh,Công ty con,Thanh toán tiền hàng,1.115.043.900,3.058.178.665,,,1115043900.0,3058178665.0
Công ty An Tiến,Công ty An Tiến,Công ty An Tiến,Công ty con,Mua hàng hóa,73.691.498.844,80.259.878.499,,,73691498844.0,80259878499.0
Công ty An Tiến,Công ty An Tiến,Công ty An Tiến,Công ty con,Thanh toán tiền hàng,86.178.773.545,82.431.002.760,,,86178773545.0,82431002760.0
Công ty An Tiến,Công ty An Tiến,Công ty An Tiến,Công ty con,Tạm ứng tiền mua hàng,63.874.068.365,-,,,63874068365.0,
Công ty An Tiến,Công ty An Tiến,Công ty An Tiến,Công ty con,Doanh thu bán hàng và cung cấp dịch vụ,43.991.860.444,44.809.099.168,,,43991860444.0,44809099168.0
Công ty An Tiến,Công ty An Tiến,Công ty An Tiến,Công ty con,Thu tiền hàng và dịch vụ,40.621.207.218,22.561.518.080,,,40621207218.0,22561518080.0
