row_label_raw,row_label_full,Ngân hàng,Ngày 31 tháng 12 năm 2024,Ngày 31 tháng 12 năm 2024_1,Kỳ hạn trả gốc và lãi vay,Lãi suất (%/năm),Hình thức đảm bảo,numeric__Ngày 31 tháng 12 năm 2024,numeric__Ngày 31 tháng 12 năm 2024_1,numeric__Kỳ hạn trả gốc và lãi vay,numeric__Lãi suất (%/năm),numeric__Hình thức đảm bảo
,,,VND,Nguyên tệ,,,,,,,,
Các khoản vay ngân hàng bằng VND,Các khoản vay ngân hàng bằng VND,Các khoản vay ngân hàng bằng VND,1.020.991.998.214,1.020.991.998.214 VND,"Thời hạn vay theo từng nghề ước nhận nợ, từ 4 đến 6 tháng. Nợ gốc trả hàng quý. Lãi vay trả hàng tháng. Gốc vay đáo hạn lần cuối vào ngày 26 tháng 06 năm 2025.","3,6% - 4,5%",(i),1020991998214.0,,,,
Các khoản vay ngân hàng bằng USD,Các khoản vay ngân hàng bằng USD,Các khoản vay ngân hàng bằng USD,457.742.325.452,17.914.894 USD,"Thời hạn vay theo từng nghề ước nhận nợ, từ 5 tháng đến 6 tháng. Nợ gốc trả hàng quý. Lãi vay trả hàng tháng. Gốc vay đáo hạn lần cuối vào ngày 25 tháng 06 năm 2025.","3,9% - 4,45%",(i),457742325452.0,,,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.478.734.323.666,,,,,1478734323666.0,,,,
"(i) Tài sản đảm bảo bao gồm:- Các khoản tiền gửi ngân hàng có kỳ hạn và không kỳ hạn bằng VND và USD của Công ty tại các ngân hàng thương mại với tổng số tiền là 48 tỷ VND;- Bảo lãnh cá nhân của một số lãnh đạo chủ chốt của Công ty;- Các khoản phải thu hình thành tử vốn vay ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Hải Dương theo các hợp đồng kinh tế được ký kết giữa Công ty và đối tác khác mà Công ty là người thụ hưởng;- Hàng hóa luân chuyển trong quá trình sản xuất kinh doanh với tổng trị giá 88,2 tỷ VND hình thành tử nguồn tiền vay tại ngân hàng TMCP Ngoại thương Việt Nam – CN Hải Dương;- Toàn bộ tài sản gắn liền với đất thuộc Nhà máy 1, 2, 5 và 6; và- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác.","(i) Tài sản đảm bảo bao gồm:- Các khoản tiền gửi ngân hàng có kỳ hạn và không kỳ hạn bằng VND và USD của Công ty tại các ngân hàng thương mại với tổng số tiền là 48 tỷ VND;- Bảo lãnh cá nhân của một số lãnh đạo chủ chốt của Công ty;- Các khoản phải thu hình thành tử vốn vay ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Hải Dương theo các hợp đồng kinh tế được ký kết giữa Công ty và đối tác khác mà Công ty là người thụ hưởng;- Hàng hóa luân chuyển trong quá trình sản xuất kinh doanh với tổng trị giá 88,2 tỷ VND hình thành tử nguồn tiền vay tại ngân hàng TMCP Ngoại thương Việt Nam – CN Hải Dương;- Toàn bộ tài sản gắn liền với đất thuộc Nhà máy 1, 2, 5 và 6; và- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác.","(i) Tài sản đảm bảo bao gồm:- Các khoản tiền gửi ngân hàng có kỳ hạn và không kỳ hạn bằng VND và USD của Công ty tại các ngân hàng thương mại với tổng số tiền là 48 tỷ VND;- Bảo lãnh cá nhân của một số lãnh đạo chủ chốt của Công ty;- Các khoản phải thu hình thành tử vốn vay ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Hải Dương theo các hợp đồng kinh tế được ký kết giữa Công ty và đối tác khác mà Công ty là người thụ hưởng;- Hàng hóa luân chuyển trong quá trình sản xuất kinh doanh với tổng trị giá 88,2 tỷ VND hình thành tử nguồn tiền vay tại ngân hàng TMCP Ngoại thương Việt Nam – CN Hải Dương;- Toàn bộ tài sản gắn liền với đất thuộc Nhà máy 1, 2, 5 và 6; và- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác.","(i) Tài sản đảm bảo bao gồm:- Các khoản tiền gửi ngân hàng có kỳ hạn và không kỳ hạn bằng VND và USD của Công ty tại các ngân hàng thương mại với tổng số tiền là 48 tỷ VND;- Bảo lãnh cá nhân của một số lãnh đạo chủ chốt của Công ty;- Các khoản phải thu hình thành tử vốn vay ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Hải Dương theo các hợp đồng kinh tế được ký kết giữa Công ty và đối tác khác mà Công ty là người thụ hưởng;- Hàng hóa luân chuyển trong quá trình sản xuất kinh doanh với tổng trị giá 88,2 tỷ VND hình thành tử nguồn tiền vay tại ngân hàng TMCP Ngoại thương Việt Nam – CN Hải Dương;- Toàn bộ tài sản gắn liền với đất thuộc Nhà máy 1, 2, 5 và 6; và- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác.","(i) Tài sản đảm bảo bao gồm:- Các khoản tiền gửi ngân hàng có kỳ hạn và không kỳ hạn bằng VND và USD của Công ty tại các ngân hàng thương mại với tổng số tiền là 48 tỷ VND;- Bảo lãnh cá nhân của một số lãnh đạo chủ chốt của Công ty;- Các khoản phải thu hình thành tử vốn vay ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Hải Dương theo các hợp đồng kinh tế được ký kết giữa Công ty và đối tác khác mà Công ty là người thụ hưởng;- Hàng hóa luân chuyển trong quá trình sản xuất kinh doanh với tổng trị giá 88,2 tỷ VND hình thành tử nguồn tiền vay tại ngân hàng TMCP Ngoại thương Việt Nam – CN Hải Dương;- Toàn bộ tài sản gắn liền với đất thuộc Nhà máy 1, 2, 5 và 6; và- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác.","(i) Tài sản đảm bảo bao gồm:- Các khoản tiền gửi ngân hàng có kỳ hạn và không kỳ hạn bằng VND và USD của Công ty tại các ngân hàng thương mại với tổng số tiền là 48 tỷ VND;- Bảo lãnh cá nhân của một số lãnh đạo chủ chốt của Công ty;- Các khoản phải thu hình thành tử vốn vay ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Hải Dương theo các hợp đồng kinh tế được ký kết giữa Công ty và đối tác khác mà Công ty là người thụ hưởng;- Hàng hóa luân chuyển trong quá trình sản xuất kinh doanh với tổng trị giá 88,2 tỷ VND hình thành tử nguồn tiền vay tại ngân hàng TMCP Ngoại thương Việt Nam – CN Hải Dương;- Toàn bộ tài sản gắn liền với đất thuộc Nhà máy 1, 2, 5 và 6; và- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác.","(i) Tài sản đảm bảo bao gồm:- Các khoản tiền gửi ngân hàng có kỳ hạn và không kỳ hạn bằng VND và USD của Công ty tại các ngân hàng thương mại với tổng số tiền là 48 tỷ VND;- Bảo lãnh cá nhân của một số lãnh đạo chủ chốt của Công ty;- Các khoản phải thu hình thành tử vốn vay ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Hải Dương theo các hợp đồng kinh tế được ký kết giữa Công ty và đối tác khác mà Công ty là người thụ hưởng;- Hàng hóa luân chuyển trong quá trình sản xuất kinh doanh với tổng trị giá 88,2 tỷ VND hình thành tử nguồn tiền vay tại ngân hàng TMCP Ngoại thương Việt Nam – CN Hải Dương;- Toàn bộ tài sản gắn liền với đất thuộc Nhà máy 1, 2, 5 và 6; và- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác.","(i) Tài sản đảm bảo bao gồm:- Các khoản tiền gửi ngân hàng có kỳ hạn và không kỳ hạn bằng VND và USD của Công ty tại các ngân hàng thương mại với tổng số tiền là 48 tỷ VND;- Bảo lãnh cá nhân của một số lãnh đạo chủ chốt của Công ty;- Các khoản phải thu hình thành tử vốn vay ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Hải Dương theo các hợp đồng kinh tế được ký kết giữa Công ty và đối tác khác mà Công ty là người thụ hưởng;- Hàng hóa luân chuyển trong quá trình sản xuất kinh doanh với tổng trị giá 88,2 tỷ VND hình thành tử nguồn tiền vay tại ngân hàng TMCP Ngoại thương Việt Nam – CN Hải Dương;- Toàn bộ tài sản gắn liền với đất thuộc Nhà máy 1, 2, 5 và 6; và- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác.",,,,,
