row_label_raw,row_label_full,STT,Công ty,31 tháng 12 năm 2024,31 tháng 12 năm 2024_1,31 tháng 12 năm 2023,31 tháng 12 năm 2023_1,Địa chỉ,Hoạt động chính,numeric__Công ty,numeric__31 tháng 12 năm 2024,numeric__31 tháng 12 năm 2024_1,numeric__31 tháng 12 năm 2023,numeric__31 tháng 12 năm 2023_1,numeric__Địa chỉ,numeric__Hoạt động chính
,,,,Tỷ lệ lợi ích (%),Tỷ lệ quyền biểu quyết (%),Tỷ lệ lợi ích (%),Tỷ lệ quyền biểu quyết (%),,,,,,,,,
7,7,7,"Công ty Cổ phần Nhựa Bao bì An Vinh (""Công ty An Vinh"")","99,95%","99,95%","99,95%","99,95%","Khu công nghiệp Kỹ thuật cao An Phát, Km 47, quốc lộ 5, phường Việt Hòa, thành phố Hải Dương, tỉnh Hải Dương, Việt Nam","Sản xuất, kinh doanh bao bì nhựa",,0.9995,0.9995,0.9995,0.9995,,
8,8,8,"An Phat International, Inc.","99,99%","99,99%","99,99%","99,99%","10701 Corporate Drive, Suite 268, Stafford, Texas 77477, USA",Kinh doanh hạt nhựa và các sản phẩm nhựa,,0.9998999999999999,0.9998999999999999,0.9998999999999999,0.9998999999999999,,
9,9,9,"AFC EcoPlastics, LLC.","87,5%","87,5%",75%,75%,"PO Box 1831 Austin, Texas 78767, USA",Kinh doanh hạt nhựa,,0.875,0.875,0.75,0.75,,
10,10,10,"Công ty Cổ phần Sản xuất PBAT An Phát (""Công ty PBAT"") (i)","67,48%",100%,"39,72%",55%,"Lô CN5-04 Khu Phi thuế quan và Khu Công nghiệp Nam Đình Vũ thuộc Khu Kinh tế Đình Vũ – Cát Hải, phường Đông Hải 2, quận Hải An, thành phố Hải Phòng, Việt Nam","Sản xuất, kinh doanh các sản phẩm nhựa",,0.6748000000000001,1.0,0.3972,0.55,,
11,11,11,"Ankor Bioplastics Co., Ltd (""Công ty Ankor"") (i)","21,93%",51%,"20,26%",51%,"216, Munmakgongdan-gil, Munmak-eup, Wonju-si, Gangwon-do, Republic of Korea (26362)",Sản xuất sản phẩm từ nhựa,,0.2193,0.51,0.2026,0.51,,
12,12,12,"Công ty Cổ phần Nhựa Hà Nội (""Công ty Nhựa Hà Nội"")","62,75%","62,75%",-,-,"Tổ 12, phường Phúc Lợi, quận Long Biên, thành phố Hà Nội, Việt Nam","Sản xuất, kinh doanh nhựa kỹ thuật",,0.6275,0.6275,,,,
