row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Nhà cửa và vật kiến trúc,VND Tổng cộng,numeric__Quyền sử dụng đất,numeric__Nhà cửa và vật kiến trúc,numeric__VND Tổng cộng
Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,,,
Số đầu năm và số cuối năm,Nguyên giá: > Số đầu năm và số cuối năm,Số đầu năm và số cuối năm,118.199.556.440,860.000.000,119.059.556.440,118199556440.0,860000000.0,119059556440.0
Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,,,
Số đầu năm,Giá trị khấu hao lũy kế: > Số đầu năm,Số đầu năm,(526.677.355),(240.615.082),(767.292.437),-526677355.0,-240615082.0,-767292437.0
Khấu hao trong năm,Giá trị khấu hao lũy kế: > Khấu hao trong năm,Khấu hao trong năm,(103.608.660),(34.400.004),(138.008.664),-103608660.0,-34400004.0,-138008664.0
Số cuối năm,Giá trị khấu hao lũy kế: > Số cuối năm,Số cuối năm,(630.286.015),(275.015.086),(905.301.101),-630286015.0,-275015086.0,-905301101.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,
Số đầu năm,Giá trị còn lại: > Số đầu năm,Số đầu năm,117.672.879.085,619.384.918,118.292.264.003,117672879085.0,619384918.0,118292264003.0
Số cuối năm,Giá trị còn lại: > Số cuối năm,Số cuối năm,117.569.270.425,584.984.914,118.154.255.339,117569270425.0,584984914.0,118154255339.0
