row_label_raw,row_label_full,col_0,Số cuối năm > %,Số cuối năm > Số tiềnVND,Số đầu năm > %,Số đầu năm > Số tiềnVND,numeric__Số cuối năm > %,numeric__Số cuối năm > Số tiềnVND,numeric__Số đầu năm > %,numeric__Số đầu năm > Số tiềnVND
"Công ty TNHH Bắt Động Sản Điền Gia Khang (""DGKG"") (i)","Công ty TNHH Bắt Động Sản Điền Gia Khang (""DGKG"") (i)","Công ty TNHH Bắt Động Sản Điền Gia Khang (""DGKG"") (i)","49,00",176.000.000.000,-,-,49.0,176000000000.0,,
"Công ty TNHH Bắt Động Sản Điền Gia Khánh (""DGKH"") (ii)","Công ty TNHH Bắt Động Sản Điền Gia Khánh (""DGKH"") (ii)","Công ty TNHH Bắt Động Sản Điền Gia Khánh (""DGKH"") (ii)","49,00",75.000.000.000,-,-,49.0,75000000000.0,,
"Công ty Cổ phần Đầu tư Cầu Mỹ Lợi (""CML"") (iii)","Công ty Cổ phần Đầu tư Cầu Mỹ Lợi (""CML"") (iii)","Công ty Cổ phần Đầu tư Cầu Mỹ Lợi (""CML"") (iii)","20,00",52.000.000.000,"20,00",52.000.000.000,20.0,52000000000.0,20.0,52000000000.0
"Công ty Cổ phần Phát triển Bắt động sản Phát Đạt Ánh Dương (""PĐAD"") (iv)","Công ty Cổ phần Phát triển Bắt động sản Phát Đạt Ánh Dương (""PĐAD"") (iv)","Công ty Cổ phần Phát triển Bắt động sản Phát Đạt Ánh Dương (""PĐAD"") (iv)","48,00",45.000.000.000,"48,00",45.000.000.000,48.0,45000000000.0,48.0,45000000000.0
"Công ty TNHH Đầu tư Bắt Động Sản Phú Hưng (""PH"") (v)","Công ty TNHH Đầu tư Bắt Động Sản Phú Hưng (""PH"") (v)","Công ty TNHH Đầu tư Bắt Động Sản Phú Hưng (""PH"") (v)","49,90",-,-,-,49.9,,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,348.000.000.000,,97.000.000.000,,348000000000.0,,97000000000.0
