row_label_raw,row_label_full,Trái chù,Giá trịVND,Mệnh giáVND/tráiphiếu,Ngàyđáo hạn Lãi suất%/năm,Ngàyđáo hạn Lãi suất%/năm_1,numeric__Giá trịVND,numeric__Mệnh giáVND/tráiphiếu,numeric__Ngàyđáo hạn Lãi suất%/năm,numeric__Ngàyđáo hạn Lãi suất%/năm_1
Công ty Cổ phần Đầu tư Trọng Tín,Công ty Cổ phần Đầu tư Trọng Tín,Công ty Cổ phần Đầu tư Trọng Tín,Công ty Cổ phần Đầu tư Trọng Tín,Công ty Cổ phần Đầu tư Trọng Tín,Công ty Cổ phần Đầu tư Trọng Tín,Công ty Cổ phần Đầu tư Trọng Tín,,,,
01/TP-HĐ.2011/PĐ-TT,Công ty Cổ phần Đầu tư Trọng Tín > 01/TP-HĐ.2011/PĐ-TT,01/TP-HĐ.2011/PĐ-TT,270.000.000.000,2.000.000.000,Ngày 31 tháng12 năm 2020,15,270000000000.0,2000000000.0,,15.0
02/TP-HĐ.2011/PĐ-TT,Công ty Cổ phần Đầu tư Trọng Tín > 02/TP-HĐ.2011/PĐ-TT,02/TP-HĐ.2011/PĐ-TT,240.000.000.000,2.000.000.000,Ngày 31 tháng12 năm 2020,15,240000000000.0,2000000000.0,,15.0
06/PĐ/HĐ-TP,Công ty Cổ phần Đầu tư Trọng Tín > 06/PĐ/HĐ-TP,06/PĐ/HĐ-TP,70.000.000.000,2.000.000.000,Ngày 31 tháng12 năm 2020,15,70000000000.0,2000000000.0,,15.0
Công ty Cổ phần Đầu tư Bách Chiến,Công ty Cổ phần Đầu tư Bách Chiến,Công ty Cổ phần Đầu tư Bách Chiến,Công ty Cổ phần Đầu tư Bách Chiến,Công ty Cổ phần Đầu tư Bách Chiến,Công ty Cổ phần Đầu tư Bách Chiến,Công ty Cổ phần Đầu tư Bách Chiến,,,,
04/TP-HĐ.2011/PĐ-BC,Công ty Cổ phần Đầu tư Bách Chiến > 04/TP-HĐ.2011/PĐ-BC,04/TP-HĐ.2011/PĐ-BC,330.000.000.000,4.000.000.000,Ngày 31 tháng12 năm 2020,15,330000000000.0,4000000000.0,,15.0
08/PĐ/HĐ-TP,Công ty Cổ phần Đầu tư Bách Chiến > 08/PĐ/HĐ-TP,08/PĐ/HĐ-TP,100.000.000.000,2.000.000.000,Ngày 31 tháng12 năm 2020,15,100000000000.0,2000000000.0,,15.0
04/PĐ/HĐ-TP,Công ty Cổ phần Đầu tư Bách Chiến > 04/PĐ/HĐ-TP,04/PĐ/HĐ-TP,100.000.000.000,2.000.000.000,Ngày 31 tháng12 năm 2020,15,100000000000.0,2000000000.0,,15.0
07/PĐ/HĐ-TP,Công ty Cổ phần Đầu tư Bách Chiến > 07/PĐ/HĐ-TP,07/PĐ/HĐ-TP,50.000.000.000,2.000.000.000,Ngày 31 tháng12 năm 2020,15,50000000000.0,2000000000.0,,15.0
Công ty Cổ phần Trường Phát Lộc,Công ty Cổ phần Trường Phát Lộc,Công ty Cổ phần Trường Phát Lộc,Công ty Cổ phần Trường Phát Lộc,Công ty Cổ phần Trường Phát Lộc,Công ty Cổ phần Trường Phát Lộc,Công ty Cổ phần Trường Phát Lộc,,,,
02/HĐ-TP/PĐ-TPL,Công ty Cổ phần Trường Phát Lộc > 02/HĐ-TP/PĐ-TPL,02/HĐ-TP/PĐ-TPL,220.800.000.000,1.000.000.000,Ngày 31 tháng12 năm 2020,15,220800000000.0,1000000000.0,,15.0
03/TP-HĐ.2011/PĐ-TPL,Công ty Cổ phần Trường Phát Lộc > 03/TP-HĐ.2011/PĐ-TPL,03/TP-HĐ.2011/PĐ-TPL,99.000.000.000,2.000.000.000,Ngày 31 tháng12 năm 2020,15,99000000000.0,2000000000.0,,15.0
Công ty TNHH Một thành viên Dịch vụ quản lý Toàn Tâm,Công ty TNHH Một thành viên Dịch vụ quản lý Toàn Tâm,Công ty TNHH Một thành viên Dịch vụ quản lý Toàn Tâm,Công ty TNHH Một thành viên Dịch vụ quản lý Toàn Tâm,Công ty TNHH Một thành viên Dịch vụ quản lý Toàn Tâm,Công ty TNHH Một thành viên Dịch vụ quản lý Toàn Tâm,Công ty TNHH Một thành viên Dịch vụ quản lý Toàn Tâm,,,,
05/TP-2011/PĐ-BC,Công ty TNHH Một thành viên Dịch vụ quản lý Toàn Tâm > 05/TP-2011/PĐ-BC,05/TP-2011/PĐ-BC,200.000.000.000,4.000.000.000,Ngày 31 tháng12 năm 2020,15,200000000000.0,4000000000.0,,15.0
03/TP-HĐ.2011/PĐ-TT,Công ty TNHH Một thành viên Dịch vụ quản lý Toàn Tâm > 03/TP-HĐ.2011/PĐ-TT,03/TP-HĐ.2011/PĐ-TT,20.000.000.000,2.000.000.000,Ngày 31 tháng12 năm 2020,15,20000000000.0,2000000000.0,,15.0
05/PĐ/HĐ-TP,Công ty TNHH Một thành viên Dịch vụ quản lý Toàn Tâm > 05/PĐ/HĐ-TP,05/PĐ/HĐ-TP,40.722.650.000,2.000.000.000,Ngày 31 tháng12 năm 2020,15,40722650000.0,2000000000.0,,15.0
Công ty TNHH Bất động sản Xuân Thành,Công ty TNHH Bất động sản Xuân Thành,Công ty TNHH Bất động sản Xuân Thành,Công ty TNHH Bất động sản Xuân Thành,Công ty TNHH Bất động sản Xuân Thành,Công ty TNHH Bất động sản Xuân Thành,Công ty TNHH Bất động sản Xuân Thành,,,,
01/TP-HĐ-2012/PĐ-XT,Công ty TNHH Bất động sản Xuân Thành > 01/TP-HĐ-2012/PĐ-XT,01/TP-HĐ-2012/PĐ-XT,311.400.000.000,5.000.000.000,Ngày 31 tháng12 năm 2020,15,311400000000.0,5000000000.0,,15.0
TỔNG CỘNG,Công ty TNHH Bất động sản Xuân Thành > TỔNG CỘNG,TỔNG CỘNG,2.051.922.650.000,,,,2051922650000.0,,,
