row_label_raw,row_label_full,col_0,Số cuối năm > %,Số cuối năm > Số tiềnVND,Số đầu năm > %,Số đầu năm > Số tiềnVND,numeric__Số cuối năm > %,numeric__Số cuối năm > Số tiềnVND,numeric__Số đầu năm > %,numeric__Số đầu năm > Số tiềnVND
"Công ty TNHH Luyện CánThép Hiệp Phát (""Hiệp Phát"") (i)","Công ty TNHH Luyện CánThép Hiệp Phát (""Hiệp Phát"") (i)","Công ty TNHH Luyện CánThép Hiệp Phát (""Hiệp Phát"") (i)","99,50",1.691.500.000.000,-,-,99.5,1691500000000.0,,
"Công ty TNHH Một thành viênĐầu tư Phát Đạt (""Đầu tư Phát Đạt"") (ii)","Công ty TNHH Một thành viênĐầu tư Phát Đạt (""Đầu tư Phát Đạt"") (ii)","Công ty TNHH Một thành viênĐầu tư Phát Đạt (""Đầu tư Phát Đạt"") (ii)",100,131.000.000.000,-,-,100.0,131000000000.0,,
,,,,1.822.500.000.000,-,-,,1822500000000.0,,
