row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Doanh thu,Doanh thu,Doanh thu,448.649.729.840,415.281.644.802,448649729840.0,415281644802.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán bắt động sản,Trong đó: > Doanh thu bán bắt động sản,Doanh thu bán bắt động sản,382.889.159.911,75.926.363.636,382889159911.0,75926363636.0
Doanh thu bán căn hộ,Trong đó: > Doanh thu bán căn hộ,Doanh thu bán căn hộ,56.351.987.549,332.976.352.075,56351987549.0,332976352075.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,9.408.582.380,6.378.929.091,9408582380.0,6378929091.0
Trừ:,Trong đó: > Trừ:,Trừ:,(46.135.812.726),-,-46135812726.0,
Hàng bán trả lại,Trong đó: > Hàng bán trả lại,Hàng bán trả lại,(46.135.812.726),-,-46135812726.0,
DOANH THU THUẦN,Trong đó: > DOANH THU THUẦN,DOANH THU THUẦN,402.513.917.114,415.281.644.802,402513917114.0,415281644802.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán bắt động sản,Trong đó: > Doanh thu bán bắt động sản,Doanh thu bán bắt động sản,336.753.347.185,75.926.363.636,336753347185.0,75926363636.0
Doanh thu bán căn hộ,Trong đó: > Doanh thu bán căn hộ,Doanh thu bán căn hộ,56.351.987.549,332.976.352.075,56351987549.0,332976352075.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,9.408.582.380,6.378.929.091,9408582380.0,6378929091.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với bên khác,Trong đó: > Doanh thu với bên khác,Doanh thu với bên khác,386.906.520.271,413.521.644.802,386906520271.0,413521644802.0
Doanh thu với bên liên quan,Trong đó: > Doanh thu với bên liên quan,Doanh thu với bên liên quan,15.607.396.843,1.760.000.000,15607396843.0,1760000000.0
