row_label_raw,row_label_full,Hợp đồng vay > Hợp đồng vay số H3504/12 ngày 22 tháng 2 năm 2011 > Hợp đồng vay số H3507/12 ngày 15 tháng 6 năm 2011 > Hợp đồng vay số H3501/12 ngày 29 tháng 12 năm 2010 > Hợp đồng vay số H3503/12 ngày 13 tháng 1 năm 2011 > Hợp đồng vay số H3519/12 ngày 22 tháng 8 năm 2012 > Hợp đồng vay số H3534/12 ngày 18 tháng 8 năm 2014 > Hợp đồng vay số H3532/12 ngày 17 tháng 6 năm 2014 > Hợp đồng vay số H3531/12 ngày 30 tháng 5 năm 2014 > Hợp đồng vay số H3533/12 ngày 18 tháng 8 năm 2014,Số cuối năm VND > 172.984.500.000 > 132.680.000.000 > 47.179.096.000 > 55.567.000.000 > 24.930.000.000 > 5.650.000.000 > 3.200.000.000 > 1.500.000.000 > 1.070.000.000,Thời hạn vay và ngày đáo hạn > 5 năm kể từ ngày 22 tháng 2 năm 2011 và hoàn trả hàng quý bắt đầu kể từ ngày 22 tháng 5 năm 2014 > 5 năm kể từ ngày 15 tháng 6 năm 2011 và hoàn trả hàng quý bắt đầu kể từ ngày 15 tháng 9 năm 2014 > 5 năm kể từ ngày 29 tháng 12 năm 2010 và hoàn trả hàng quý bắt đầu kể từ ngày 29 tháng 3 năm 2014 > 5 năm kể từ ngày 13 tháng 1 năm 2011 và hoàn trả hàng quý bắt đầu kể từ ngày 13 tháng 4 năm 2014 > 5 năm kể từ ngày 22 tháng 8 năm 2012 và hoàn trả hàng quý bắt đầu kể từ ngày 22 tháng 8 năm 2015 > 3 năm kể từ ngày 18 tháng 8 năm 2014 và hoàn trả cuối thời hạn vay > 3 năm kể từ ngày 17 tháng 6 năm 2014 và hoàn trả vào cuối thời hạn vay > 3 năm kể từ ngày 30 tháng 5 năm 2014 và hoàn trả vào cuối thời hạn vay > 3 năm kể từ ngày 18 tháng 8 năm 2014 và hoàn trả vào cuối thời hạn vay,Lãi suất %/năm > 15 > 10.5 > 11 > 10.5,numeric__Số cuối năm VND > 172.984.500.000 > 132.680.000.000 > 47.179.096.000 > 55.567.000.000 > 24.930.000.000 > 5.650.000.000 > 3.200.000.000 > 1.500.000.000 > 1.070.000.000,numeric__Thời hạn vay và ngày đáo hạn > 5 năm kể từ ngày 22 tháng 2 năm 2011 và hoàn trả hàng quý bắt đầu kể từ ngày 22 tháng 5 năm 2014 > 5 năm kể từ ngày 15 tháng 6 năm 2011 và hoàn trả hàng quý bắt đầu kể từ ngày 15 tháng 9 năm 2014 > 5 năm kể từ ngày 29 tháng 12 năm 2010 và hoàn trả hàng quý bắt đầu kể từ ngày 29 tháng 3 năm 2014 > 5 năm kể từ ngày 13 tháng 1 năm 2011 và hoàn trả hàng quý bắt đầu kể từ ngày 13 tháng 4 năm 2014 > 5 năm kể từ ngày 22 tháng 8 năm 2012 và hoàn trả hàng quý bắt đầu kể từ ngày 22 tháng 8 năm 2015 > 3 năm kể từ ngày 18 tháng 8 năm 2014 và hoàn trả cuối thời hạn vay > 3 năm kể từ ngày 17 tháng 6 năm 2014 và hoàn trả vào cuối thời hạn vay > 3 năm kể từ ngày 30 tháng 5 năm 2014 và hoàn trả vào cuối thời hạn vay > 3 năm kể từ ngày 18 tháng 8 năm 2014 và hoàn trả vào cuối thời hạn vay,numeric__Lãi suất %/năm > 15 > 10.5 > 11 > 10.5
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,444.760.596.000,,,444760596000.0,,
Trong đó:Vay dài hạn đến hạn trảVay dài hạn,Trong đó:Vay dài hạn đến hạn trảVay dài hạn,Trong đó:Vay dài hạn đến hạn trảVay dài hạn,408.410.596.00036.350.000.000,,,4.084105960003635e+22,,
