row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu thuần về bán hàng và cung cấp dịch vụ,23,448.649.729.840,415.281.644.802,,23.0,448649729840.0,415281644802.0
02,02,02,2. Các khoản giảm trừ doanh thu,23,(46.135.812.726),-,,23.0,-46135812726.0,
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,23,402.513.917.114,415.281.644.802,,23.0,402513917114.0,415281644802.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,25,(256.222.126.422),(336.840.975.332),,25.0,-256222126422.0,-336840975332.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,146.291.790.692,78.440.669.470,,,146291790692.0,78440669470.0
21,21,21,6. Doanh thu hoạt động tài chính,24,99.891.553.836,52.175.496,,24.0,99891553836.0,52175496.0
22,22,22,7. Chi phí tài chính,,(1.520.833.334),(1.520.833.334),,,-1520833334.0,-1520833334.0
23,23,23,Trong đó: Chi phí lãi vay,,(1.520.833.334),(1.520.833.334),,,-1520833334.0,-1520833334.0
25,25,25,8. Chi phí bán hàng,26,(12.618.765.861),(2.808.443.665),,26.0,-12618765861.0,-2808443665.0
26,26,26,9. Chi phí quản lý doanh nghiệp,26,(29.908.284.614),(22.138.477.226),,26.0,-29908284614.0,-22138477226.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,202.135.460.719,52.025.090.741,,,202135460719.0,52025090741.0
31,31,31,11. Thu nhập khác,27,1.840.896.220,1.528.101.023,,27.0,1840896220.0,1528101023.0
32,32,32,12. Chi phí khác,27,(589.298.848),(11.500.002),,27.0,-589298848.0,-11500002.0
40,40,40,13. Lợi nhuận khác,27,1.251.597.372,1.516.601.021,,27.0,1251597372.0,1516601021.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,203.387.058.091,53.541.691.762,,,203387058091.0,53541691762.0
51,51,51,15. Chi phí thuế TNDN hiện hành,29,(44.842.897.582),(8.859.077.318),,29.0,-44842897582.0,-8859077318.0
52,52,52,16. Chi phí thuế TNDN hoãn lại,,-,(3.040.317.471),,,,-3040317471.0
60,60,60,17. Lợi nhuận sau thuế TNDN,,158.544.160.509,41.642.296.973,,,158544160509.0,41642296973.0
