row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,7.084.105.029.560,4.584.692.193.352,,,7084105029560.0,4584692193352.0
310,310,310,I. Nợ ngắn hạn,,3.348.419.820.462,1.126.777.100.122,,,3348419820462.0,1126777100122.0
311,311,311,1. Phải trả người bán ngắn hạn,16,172.737.123.034,46.616.226.171,,16.0,172737123034.0,46616226171.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,17,348.089.788.588,96.417.446.886,,17.0,348089788588.0,96417446886.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,18,24.300.595.008,4.038.879.922,,18.0,24300595008.0,4038879922.0
314,314,314,4. Phải trả người lao động,,1.616.034.550,1.464.982.000,,,1616034550.0,1464982000.0
315,315,315,5. Chỉ phí phải trả ngắn hạn,19,359.279.711.542,212.598.888.569,,19.0,359279711542.0,212598888569.0
319,319,319,6. Phải trả ngắn hạn khác,20,1.931.729.866.669,145.280.674.262,,20.0,1931729866669.0,145280674262.0
320,320,320,7. Vay ngắn hạn,21,505.607.015.134,612.681.096.000,,21.0,505607015134.0,612681096000.0
322,322,322,"8. Quỹ khen thưởng, phúc lợi",,5.059.685.937,7.678.906.312,,,5059685937.0,7678906312.0
330,330,330,II. Nợ dài hạn,,3.735.685.209.098,3.457.915.093.230,,,3735685209098.0,3457915093230.0
333,333,333,1. Chỉ phí phải trả dài hạn,19,1.214.142.883.571,1.028.772.959.703,,19.0,1214142883571.0,1028772959703.0
337,337,337,2. Phải trả dài hạn khác,20,277.669.675.527,272.219.673.527,,20.0,277669675527.0,272219673527.0
338,338,338,3. Vay dài hạn,21,2.243.872.650.000,2.156.922.460.000,,21.0,2243872650000.0,2156922460000.0
400,400,400,D. VỐN CHỦ SỞ HỮU,22.1,2.273.636.550.812,1.468.294.090.303,,221.0,2273636550812.0,1468294090303.0
410,410,410,I. Vốn chủ sở hữu,,2.273.636.550.812,1.468.294.090.303,,,2273636550812.0,1468294090303.0
411,411,411,1. Vốn cổ phần,,2.018.099.710.000,1.302.000.000.000,,,2018099710000.0,1302000000000.0
412,412,412,2. Thặng dư vốn cổ phần,,11.680.300.000,12.000.000.000,,,11680300000.0,12000000000.0
418,418,418,3. Quỹ đầu tư phát triển,,76.113.584.076,73.113.584.076,,,76113584076.0,73113584076.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,167.742.956.736,81.180.506.227,,,167742956736.0,81180506227.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,10.080.796.227,40.420.209.254,,,10080796227.0,40420209254.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,157.662.160.509,40.760.296.973,,,157662160509.0,40760296973.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,9.357.741.580.372,6.052.986.283.655,,,9357741580372.0,6052986283655.0
