row_label_raw,row_label_full,Nợ quá hạnCông ty TNHH Chế biến và Xuất nhập khẩu Thủy hải sản Việt Hải Công ty Cổ phần Nuôi trồng và Chế biến Thùy sản Mỏ Ó Sóc Trăng Công ty TNHH Thanh Bình Các khách hàng khác,Số ngàyquá hạn > 7 – 8 năm > Dưới 1 năm,31/12/2020 > Giá gốcVND > 982.302.147 > 771.913.390 > 209.324.000 > 113.921.000,31/12/2020 > Giá trị cóthể thu hồiVND > -,31/12/2020 > Dự phòngVND > 982.302.147 > 771.913.390 > 209.324.000 > 113.921.000,Số ngàyquá hạn > 6 – 7 năm > -,1/1/2020 > Giá gốcVND > 982.302.147 > 771.913.390 > 209.324.000 > -,1/1/2020 > Giá trị cóthể thu hồiVND > -,1/1/2020 > Dự phòngVND > 982.302.147 > 771.913.390 > 209.324.000 > -,numeric__Số ngàyquá hạn > 7 – 8 năm > Dưới 1 năm,numeric__31/12/2020 > Giá gốcVND > 982.302.147 > 771.913.390 > 209.324.000 > 113.921.000,numeric__31/12/2020 > Giá trị cóthể thu hồiVND > -,numeric__31/12/2020 > Dự phòngVND > 982.302.147 > 771.913.390 > 209.324.000 > 113.921.000,numeric__Số ngàyquá hạn > 6 – 7 năm > -,numeric__1/1/2020 > Giá gốcVND > 982.302.147 > 771.913.390 > 209.324.000 > -,numeric__1/1/2020 > Giá trị cóthể thu hồiVND > -,numeric__1/1/2020 > Dự phòngVND > 982.302.147 > 771.913.390 > 209.324.000 > -
,,,,2.077.460.537,-,2.077.460.537,,1.963.539.537,-,1.963.539.537,,2077460537.0,,2077460537.0,,1963539537.0,,1963539537.0
Trong đó:Dự phòng phải thu khó đòi – ngắn hạn,Trong đó:Dự phòng phải thu khó đòi – ngắn hạn,Trong đó:Dự phòng phải thu khó đòi – ngắn hạn,,,,2.077.460.537,,,,1.963.539.537,,,,2077460537.0,,,,1963539537.0
