row_label_raw,row_label_full,col_0,2020Cổ phiếu,2019Cổ phiếuĐã điều chỉnh lại,2019Cổ phiếuTrình bày trước đây,numeric__2020Cổ phiếu,numeric__2019Cổ phiếuĐã điều chỉnh lại,numeric__2019Cổ phiếuTrình bày trước đây
Số cổ phiếu phổ thông đã phát hành đầu năm,Số cổ phiếu phổ thông đã phát hành đầu năm,Số cổ phiếu phổ thông đã phát hành đầu năm,200.000.000,140.000.000,140.000.000,200000000.0,140000000.0,140000000.0
Ảnh hưởng của cổ phiếu quỹ Công ty đang nấm giữ,Ảnh hưởng của cổ phiếu quỹ Công ty đang nấm giữ,Ảnh hưởng của cổ phiếu quỹ Công ty đang nấm giữ,(633.170),(1.537.150),(1.537.150),-633170.0,-1537150.0,-1537150.0
Ảnh hưởng của cổ phiếu phổ thông phát hành thêm,Ảnh hưởng của cổ phiếu phổ thông phát hành thêm,Ảnh hưởng của cổ phiếu phổ thông phát hành thêm,-,35.342.466,35.342.466,,35342466.0,35342466.0
Ảnh hưởng của cổ phiếu thường phát hành cho người lao động theo chương trình lựa chọn cho người lao động,Ảnh hưởng của cổ phiếu thường phát hành cho người lao động theo chương trình lựa chọn cho người lao động,Ảnh hưởng của cổ phiếu thường phát hành cho người lao động theo chương trình lựa chọn cho người lao động,193.067,461.251,24.312,193067.0,461251.0,24312.0
Số lượng bình quân gia quyền của cổ phiếu phổ thông tại thời điểm cuối năm,Số lượng bình quân gia quyền của cổ phiếu phổ thông tại thời điểm cuối năm,Số lượng bình quân gia quyền của cổ phiếu phổ thông tại thời điểm cuối năm,199.559.897,174.266.567,173.829.628,199559897.0,174266567.0,173829628.0
