row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2020 VND,2019 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__2020 VND,numeric__2019 VND Đã điều chỉnh lại
Lợi nhuận sau thuế TNDN (mang sang từ trang trước) (60 = 50 - 51 - 52),Lợi nhuận sau thuế TNDN (mang sang từ trang trước) (60 = 50 - 51 - 52),Lợi nhuận sau thuế TNDN (mang sang từ trang trước) (60 = 50 - 51 - 52),60,,673.787.107.315,444.513.323.217,60.0,,673787107315.0,444513323217.0
Phân bổ:,Phân bổ:,Phân bổ:,Phân bổ:,Phân bổ:,Phân bổ:,Phân bổ:,,,,
Lợi nhuận sau thuế của cổ đông công ty mẹ,Phân bổ: > Lợi nhuận sau thuế của cổ đông công ty mẹ,Lợi nhuận sau thuế của cổ đông công ty mẹ,61,,668.413.054.352,440.855.481.263,61.0,,668413054352.0,440855481263.0
Lợi nhuận sau thuế của cổ đông không kiểm soát,Phân bổ: > Lợi nhuận sau thuế của cổ đông không kiểm soát,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,5.374.052.963,3.657.841.954,62.0,,5374052963.0,3657841954.0
Lãi cơ bản trên cổ phiếu,Phân bổ: > Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,70,35,3.243,2.521,70.0,35.0,3243.0,2521.0
