row_label_raw,row_label_full,Tiền thu từ phát hành cổ phiếu của Công ty,31,4.437.745.411,3.037.830.000.000,numeric__31,numeric__4.437.745.411,numeric__3.037.830.000.000
Tiền thu từ vốn góp tăng thêm của các cổ đông không kiểm soát,Tiền thu từ vốn góp tăng thêm của các cổ đông không kiểm soát,Tiền thu từ vốn góp tăng thêm của các cổ đông không kiểm soát,31,-,2.307.700.000,31.0,,2307700000.0
Tiền chi trả phí phát hành cổ phiếu,Tiền chi trả phí phát hành cổ phiếu,Tiền chi trả phí phát hành cổ phiếu,31,-,(76.885.156.701),31.0,,-76885156701.0
Tiền vay và trái phiếu nhận được,Tiền vay và trái phiếu nhận được,Tiền vay và trái phiếu nhận được,33,13.194.153.416.824,13.092.640.307.617,33.0,13194153416824.0,13092640307617.0
Tiền chi trả nợ gốc vay và mua lại trái phiếu,Tiền chi trả nợ gốc vay và mua lại trái phiếu,Tiền chi trả nợ gốc vay và mua lại trái phiếu,34,(12.325.568.009.955),(15.439.980.232.626),34.0,-12325568009955.0,-15439980232626.0
Tiền chi trả cổ tức cho Cổ đông Công ty,Tiền chi trả cổ tức cho Cổ đông Công ty,Tiền chi trả cổ tức cho Cổ đông Công ty,35,(696.473.032.061),(692.276.392.500),35.0,-696473032061.0,-692276392500.0
Tiền chi trả cổ tức cho Cổ đông không kiểm soát,Tiền chi trả cổ tức cho Cổ đông không kiểm soát,Tiền chi trả cổ tức cho Cổ đông không kiểm soát,35,(896.581.093),(119.457.271.702),35.0,-896581093.0,-119457271702.0
Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,175.653.539.126,(195.821.045.912),40.0,175653539126.0,-195821045912.0
