row_label_raw,row_label_full,col_0,Chi phí đấttrả trướcVND,Công cụ vàdụng cụVND,KhácVND,TổngVND,numeric__Chi phí đấttrả trướcVND,numeric__Công cụ vàdụng cụVND,numeric__KhácVND,numeric__TổngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,38.066.415.003,97.340.569.100,13.679.588.883,149.086.572.986,38066415003.0,97340569100.0,13679588883.0,149086572986.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,78.334.476.268,5.035.847.720,83.370.323.988,,78334476268.0,5035847720.0,83370323988.0
Chuyển từ xây dựng cơbản dở dang,Chuyển từ xây dựng cơbản dở dang,Chuyển từ xây dựng cơbản dở dang,17.946.572.478,388.519.805,-,18.335.092.283,17946572478.0,388519805.0,,18335092283.0
Chuyển từ tài sản cố địnhvô hình,Chuyển từ tài sản cố địnhvô hình,Chuyển từ tài sản cố địnhvô hình,7.431.168.134,-,-,7.431.168.134,7431168134.0,,,7431168134.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(3.448.876.453),(64.352.140.744),(8.896.147.792),(76.697.164.989),-3448876453.0,-64352140744.0,-8896147792.0,-76697164989.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,59.995.279.162,111.711.424.429,9.819.288.811,181.525.992.402,59995279162.0,111711424429.0,9819288811.0,181525992402.0
