row_label_raw,row_label_full,Công ty con,Hoạt động chính,% lợi ích kinh tế,% lợi ích kinh tế_1,numeric__Hoạt động chính,numeric__% lợi ích kinh tế,numeric__% lợi ích kinh tế_1
Công ty con,Công ty con,Công ty con,Hoạt động chính,31/12/2020,1/1/2020,,,
Các công ty con sở trực tiếp,Các công ty con sở trực tiếp,Các công ty con sở trực tiếp,Các công ty con sở trực tiếp,Các công ty con sở trực tiếp,Các công ty con sở trực tiếp,,,
Mseafood Corporation,Các công ty con sở trực tiếp > Mseafood Corporation,Mseafood Corporation,Kinh doanh các sản phẩm thủy sản.,"90,00%","90,00%",,0.9,0.9
Công ty Cổ phần Thủy sảnMinh Phú Hậu Giang,Các công ty con sở trực tiếp > Công ty Cổ phần Thủy sảnMinh Phú Hậu Giang,Công ty Cổ phần Thủy sảnMinh Phú Hậu Giang,"Chế biến và kinh doanh bột cá, các sản phẩm thủy sản, đầu cá sinh học; kinh doanh hàng hóa, nguyên vật liệu, máy móc và thiết bị phục vụ ngành nuôi trồng thủy sản; đầu tư và kinh doanh cơ sở hạ tầng; xây dựng các công trình công nghiệp và dân dụng.","98,27%","98,27%",,0.9826999999999999,0.9826999999999999
