row_label_raw,row_label_full,col_0,Tổng tài sản,Tổng tài sản_1,numeric__Tổng tài sản,numeric__Tổng tài sản_1
,,,31/12/2020VND,1/1/2020VND,,
Việt Nam,Việt Nam,Việt Nam,6.323.191.654.325,6.031.690.107.441,6323191654325.0,6031690107441.0
Bắc Mỹ,Bắc Mỹ,Bắc Mỹ,1.537.115.863.088,1.356.203.218.823,1537115863088.0,1356203218823.0
Châu Âu,Châu Âu,Châu Âu,330.322.795.158,214.345.736.228,330322795158.0,214345736228.0
Nhật Bản,Nhật Bản,Nhật Bản,50.305.999.349,202.466.320.626,50305999349.0,202466320626.0
Hàn Quốc,Hàn Quốc,Hàn Quốc,426.083.121.552,58.177.734.279,426083121552.0,58177734279.0
Các vùng địa lý khác,Các vùng địa lý khác,Các vùng địa lý khác,268.552.052.165,201.601.081.410,268552052165.0,201601081410.0
,,,8.935.571.485.637,8.064.484.198.807,8935571485637.0,8064484198807.0
