row_label_raw,row_label_full,col_0,Năm tài chính kết thúc ngày > 31.12.2022VND,Năm tài chính kết thúc ngày > 31.12.2021 (***)VND,numeric__Năm tài chính kết thúc ngày > 31.12.2022VND,numeric__Năm tài chính kết thúc ngày > 31.12.2021 (***)VND
Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),1.810.691.843.397,1.029.042.165.645,1810691843397.0,1029042165645.0
"Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi, quỹ khen thưởng Hội đồngQuản trị và Ban Điều hành (VND) (*)","Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi, quỹ khen thưởng Hội đồngQuản trị và Ban Điều hành (VND) (*)","Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi, quỹ khen thưởng Hội đồngQuản trị và Ban Điều hành (VND) (*)",(117.695.000.000),(63.800.000.000),-117695000000.0,-63800000000.0
,,,1.692.996.843.397,965.242.165.645,1692996843397.0,965242165645.0
Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu) (**),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu) (**),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu) (**),324.123.635,303.155.417,324123635.0,303155417.0
Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),5.223,3.184,5223.0,3184.0
