row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2022 VND,Tại ngày 31 tháng 12 năm > 2021 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2022 VND,numeric__Tại ngày 31 tháng 12 năm > 2021 VND
200,200,200,TÀI SẢN DÀI HẠN,,1.370.766.887.448,1.326.824.308.701,,,1370766887448.0,1326824308701.0
210,210,210,Khoản phải thu dài hạn,,93.956.493.011,84.131.506.164,,,93956493011.0,84131506164.0
216,216,216,Phải thu dài hạn khác,8(b),93.956.493.011,84.131.506.164,,,93956493011.0,84131506164.0
220,220,220,Tài sản cố định,,882.432.821.075,909.985.491.983,,,882432821075.0,909985491983.0
221,221,221,Tài sản cố định hữu hình,11(a),239.734.551.747,259.137.188.160,,,239734551747.0,259137188160.0
222,222,222,Nguyên giá,,672.781.337.441,633.614.629.426,,,672781337441.0,633614629426.0
223,223,223,Giá trị khấu hao lũy kế,,(433.046.785.694),(374.477.441.266),,,-433046785694.0,-374477441266.0
227,227,227,Tài sản cố định vô hình,11(b),642.698.269.328,650.848.303.823,,,642698269328.0,650848303823.0
228,228,228,Nguyên giá,,707.010.800.099,697.774.918.988,,,707010800099.0,697774918988.0
229,229,229,Giá trị khấu hao lũy kế,,(64.312.530.771),(46.926.615.165),,,-64312530771.0,-46926615165.0
240,240,240,Tài sản dở dang dài hạn,,30.826.629.189,30.795.369.850,,,30826629189.0,30795369850.0
242,242,242,Chi phí xây dựng cơ bản dở dang,12,30.826.629.189,30.795.369.850,,12.0,30826629189.0,30795369850.0
250,250,250,Đầu tư tài chính dài hạn,4(b),-,-,,,,
253,250 > 253,253,Đầu tư góp vốn vào đơn vị khác,,395.271.613.400,395.271.613.400,,,395271613400.0,395271613400.0
254,250 > 254,254,Dự phòng đầu tư tài chính dài hạn,,(395.271.613.400),(395.271.613.400),,,-395271613400.0,-395271613400.0
260,250 > 260,260,Tài sản dài hạn khác,,363.550.944.173,301.911.940.704,,,363550944173.0,301911940704.0
261,250 > 261,261,Chi phí trả trước dài hạn,10(b),243.656.590.750,201.443.147.089,,,243656590750.0,201443147089.0
262,250 > 262,262,Tài sản thuế thu nhập hoãn lại,22,119.894.353.423,100.468.793.615,,22.0,119894353423.0,100468793615.0
270,250 > 270,270,TỔNG TÀI SẢN,,13.337.124.649.246,10.619.016.547.122,,,13337124649246.0,10619016547122.0
