row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2022 VND,Tại ngày 31 tháng 12 năm > 2021 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2022 VND,numeric__Tại ngày 31 tháng 12 năm > 2021 VND
300,300,300,NỘ PHẢI TRẢ,,4.893.029.994.396,4.606.382.566.869,,,4893029994396.0,4606382566869.0
310,310,310,Nợ ngắn hạn,,4.883.064.421.396,4.563.002.409.508,,,4883064421396.0,4563002409508.0
311,311,311,Phải trả người bán ngắn hạn,13,277.212.839.495,680.447.298.103,,13.0,277212839495.0,680447298103.0
312,312,312,Người mua trả tiền trước ngắn hạn,14,222.164.283.405,156.729.112.135,,14.0,222164283405.0,156729112135.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,15,292.985.361.927,309.500.571.902,,15.0,292985361927.0,309500571902.0
314,314,314,Phải trả người lao động,16,889.709.809.124,385.144.216.152,,16.0,889709809124.0,385144216152.0
315,315,315,Chi phí phải trả ngắn hạn,17,98.530.177.216,69.534.599.697,,17.0,98530177216.0,69534599697.0
319,319,319,Phải trả ngắn hạn khác,18,227.169.093.119,83.404.423.727,,18.0,227169093119.0,83404423727.0
320,320,320,Vay ngắn hạn,19,2.683.045.875.772,2.721.930.701.144,,19.0,2683045875772.0,2721930701144.0
321,321,321,Dự phòng phải trả ngắn hạn,21(a),30.129.306.488,30.129.306.488,,,30129306488.0,30129306488.0
322,322,322,"Quỹ khen thưởng, phúc lợi",20,162.117.674.850,126.182.180.160,,20.0,162117674850.0,126182180160.0
330,330,330,Nợ dài hạn,,9.965.573.000,43.380.157.361,,,9965573000.0,43380157361.0
337,337,337,Phải trả dài hạn khác,,218.668.000,518.668.000,,,218668000.0,518668000.0
342,342,342,Dự phòng phải trả dài hạn,21(b),9.746.905.000,42.861.489.361,,,9746905000.0,42861489361.0
400,400,400,VỐN CHỦ SỞ HỮU,,8.444.094.654.850,6.012.633.980.253,,,8444094654850.0,6012633980253.0
410,410,410,Vốn chủ sở hữu,,8.444.094.654.850,6.012.633.980.253,,,8444094654850.0,6012633980253.0
411,411,411,Vốn góp của chủ sở hữu,"23, 24",2.461.716.200.000,2.276.123.620.000,,,2461716200000.0,2276123620000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,2.461.716.200.000,2.276.123.620.000,,,2461716200000.0,2276123620000.0
412,412,412,Thặng dư vốn cổ phần,24,2.251.376.032.458,991.261.882.458,,24.0,2251376032458.0,991261882458.0
415,415,415,Cổ phiếu quỹ,24,(3.384.090.000),(4.908.890.000),,24.0,-3384090000.0,-4908890000.0
418,418,418,Quỹ đầu tư phát triển,24,1.212.120.556.918,800.503.556.918,,24.0,1212120556918.0,800503556918.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",24,2.522.265.955.474,1.949.653.810.877,,24.0,2522265955474.0,1949653810877.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,859.175.348.677,920.611.645.232,,,859175348677.0,920611645232.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,1.663.090.606.797,1.029.042.165.645,,,1663090606797.0,1029042165645.0
440,440,440,TỔNG NGUỒN VỐN,,13.337.124.649.246,10.619.016.547.122,,,13337124649246.0,10619016547122.0
