row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,34.211.128.942.240,19.735.646.137.250,,,34211128942240.0,19735646137250.0
02,02,02,Các khoản giảm trừ doanh thu,,(334.674.383.087),(188.587.772.416),,,-334674383087.0,-188587772416.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,28,33.876.454.559.153,19.547.058.364.834,,28.0,33876454559153.0,19547058364834.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,29,(27.949.348.024.381),(15.948.760.134.458),,29.0,-27949348024381.0,-15948760134458.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,5.927.106.534.772,3.598.298.230.376,,,5927106534772.0,3598298230376.0
21,21,21,Doanh thu hoạt động tài chính,30,54.036.974.170,16.326.114.795,,30.0,54036974170.0,16326114795.0
22,22,22,Chi phí tài chính,31,(141.471.203.463),(118.252.734.395),,31.0,-141471203463.0,-118252734395.0
23,23,23,- Trong đó: Chi phí lãi vay,31,(94.143.431.408),(104.380.274.160),,31.0,-94143431408.0,-104380274160.0
25,25,25,Chi phí bán hàng,32,(2.828.208.644.376),(1.687.654.952.494),,32.0,-2828208644376.0,-1687654952494.0
26,26,26,Chi phí quản lý doanh nghiệp,33,(673.996.996.684),(501.819.303.928),,33.0,-673996996684.0,-501819303928.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,2.337.466.664.419,1.306.897.354.354,,,2337466664419.0,1306897354354.0
31,31,31,Thu nhập khác,,8.582.642.521,8.861.354.013,,,8582642521.0,8861354013.0
32,32,32,Chi phí khác,,(33.721.752.227),(36.528.186.336),,,-33721752227.0,-36528186336.0
40,40,40,Lỗ khác,,(25.139.109.706),(27.666.832.323),,,-25139109706.0,-27666832323.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,2.312.327.554.713,1.279.230.522.031,,,2312327554713.0,1279230522031.0
51,51,51,"Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành",34,(521.061.271.124),(259.673.455.974),,34.0,-521061271124.0,-259673455974.0
52,52,52,Thu nhập thuế TNDN hoãn lại,34,19.425.559.808,9.485.099.588,,34.0,19425559808.0,9485099588.0
60,60,60,Lợi nhuận sau thuế TNDN,,1.810.691.843.397,1.029.042.165.645,,,1810691843397.0,1029042165645.0
,,,Phân bổ cho:,,,,,,,
61,61,61,Lợi nhuận sau thuế của công ty mẹ,,1.810.691.843.397,1.029.042.165.645,,,1810691843397.0,1029042165645.0
