row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2022 VND,Tại ngày 31 tháng 12 năm > 2021 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2022 VND,numeric__Tại ngày 31 tháng 12 năm > 2021 VND
100,100,100,TÀI SẢN NGẮN HẠN,,11.966.357.761.798,9.292.192.238.421,,,11966357761798.0,9292192238421.0
110,110,110,Tiền,,879.548.130.711,355.454.838.957,,,879548130711.0,355454838957.0
111,111,111,Tiền,3,879.548.130.711,355.454.838.957,,3.0,879548130711.0,355454838957.0
120,120,120,Các khoản đầu tư tài chính ngắn hạn,,200.000.000.000,-,,,200000000000.0,
123,123,123,Đầu tư nằm giữ đến ngày đáo hạn,4(a),200.000.000.000,-,,,200000000000.0,
130,130,130,Các khoản phải thu ngắn hạn,,300.880.402.245,111.969.758.488,,,300880402245.0,111969758488.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,56.532.707.659,59.930.655.833,,5.0,56532707659.0,59930655833.0
132,132,132,Trả trước cho người bán ngắn hạn,6,68.902.837.213,30.659.175.548,,6.0,68902837213.0,30659175548.0
135,135,135,Phải thu về cho vay ngắn hạn,7,140.000.000.000,-,,7.0,140000000000.0,
136,136,136,Phải thu ngắn hạn khác,8(a),37.641.170.145,22.831.538.994,,,37641170145.0,22831538994.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,,(2.862.909.308),(2.004.798.077),,,-2862909308.0,-2004798077.0
139,139,139,Tài sản thiếu chờ xử lý,,666.596.536,553.186.190,,,666596536.0,553186190.0
140,140,140,Hàng tồn kho,,10.506.054.932.284,8.754.741.712.359,,,10506054932284.0,8754741712359.0
141,141,141,Hàng tồn kho,9,10.508.065.026.916,8.754.741.712.359,,9.0,10508065026916.0,8754741712359.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(2.010.094.632),-,,,-2010094632.0,
150,150,150,Tài sản ngắn hạn khác,,79.874.296.558,70.025.928.617,,,79874296558.0,70025928617.0
151,151,151,Chi phí trả trước ngắn hạn,10(a),74.007.356.286,56.716.921.380,,,74007356286.0,56716921380.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",,5.866.940.272,8.705.831.517,,,5866940272.0,8705831517.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,,-,4.603.175.720,,,,4603175720.0
