row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2022VND,2021VND,,,,
01,Mãsố > 01,01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANHLợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,,2.312.327.554.713,1.279.230.522.031,,,2312327554713.0,1279230522031.0
02,Mãsố > 02,02,"Khẩu hao tài sản cố định (""TSCĐ"")",,79.516.376.971,75.118.429.219,,,79516376971.0,75118429219.0
03,Mãsố > 03,03,Các khoản dự phòng,,2.868.205.863,64.942.006.080,,,2868205863.0,64942006080.0
04,Mãsố > 04,04,(Lãi)/lỗ chênh lệch tỷ giả hối đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ,,(8.239.903.282),2.504.365.377,,,-8239903282.0,2504365377.0
05,Mãsố > 05,05,Lãi từ hoạt động đầu tư,,(21.327.686.776),(3.225.478.644),,,-21327686776.0,-3225478644.0
06,Mãsố > 06,06,Chi phí lãi vay,,94.421.152.974,104.380.274.160,,,94421152974.0,104380274160.0
08,Mãsố > 08,08,Lợi nhuận từ hoạt động kinh doanh trướcnhững thay đổi vốn lưu động,,2.459.565.700.463,1.522.950.118.223,,,2459565700463.0,1522950118223.0
09,Mãsố > 09,09,Tăng các khoản phải thu,,(52.151.674.870),(23.111.709.097),,,-52151674870.0,-23111709097.0
10,Mãsố > 10,10,Tăng hàng tồn kho,,(1.753.323.314.557),(2.208.835.725.303),,,-1753323314557.0,-2208835725303.0
11,Mãsố > 11,11,Tăng các khoản phải trả,,76.506.711.125,354.804.359.041,,,76506711125.0,354804359041.0
12,Mãsố > 12,12,(Tăng)/giảm chi phí trả trước,,(59.503.878.567),14.254.564.032,,,-59503878567.0,14254564032.0
14,Mãsố > 14,14,Tiền lãi vay đã trả,,(90.657.750.651),(105.200.568.547),,,-90657750651.0,-105200568547.0
15,Mãsố > 15,15,Thuế TNDN đã nộp,,(464.338.080.937),(234.058.441.077),,,-464338080937.0,-234058441077.0
17,Mãsố > 17,17,Tiền chi khác từ hoạt động kinh doanh,,(15.516.505.310),(43.169.828.785),,,-15516505310.0,-43169828785.0
20,Mãsố > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,100.581.206.696,(722.367.231.513),,,100581206696.0,-722367231513.0
21,Mãsố > 21,21,"LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỰTiền chi để mua sắm, xây dựng TSCĐ vàcác tài sản dài hạn khác",,(52.384.601.566),(61.304.197.645),,,-52384601566.0,-61304197645.0
22,Mãsố > 22,22,"Tiền thu từ thanh lý, nhượng bán TSCĐ",,1.498.185.785,12.869.426.085,,,1498185785.0,12869426085.0
23,Mãsố > 23,23,Tiền chi cho vay và tiền gửi ngân hàng có kỳ hạn,,(540.000.000.000),-,,,-540000000000.0,
24,Mãsố > 24,24,Tiền thu hồi cho vay tiền gửi ngân hàng có kỳ hạn,,200.000.000.000,-,,,200000000000.0,
27,Mãsố > 27,27,Tiền thu từ lãi tiền gửi,,20.219.137.155,267.480.935,,,20219137155.0,267480935.0
30,Mãsố > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(370.667.278.626),(48.167.290.625),,,-370667278626.0,-48167290625.0
31,Mãsố > 31,31,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNHTiền thu từ phát hành cổ phiếu,,1.447.231.530.000,-,,,1447231530000.0,
32,Mãsố > 32,32,Tiền mua lại cổ phiếu đã phát hành,,-,(1.524.800.000),,,,-1524800000.0
33,Mãsố > 33,33,Tiền thu từ đi vay,,6.261.254.967.206,7.758.858.344.889,,,6261254967206.0,7758858344889.0
34,Mãsố > 34,34,Tiền chi trả nợ gốc vay,,(6.300.139.792.578),(6.876.202.707.810),,,-6300139792578.0,-6876202707810.0
36,Mãsố > 36,36,Tiền chi trả cổ tức,,(616.671.158.340),(177.376.257.045),,,-616671158340.0,-177376257045.0
40,Mãsố > 40,40,Lưu chuyển thuần từ hoạt động tài chính,,791.675.546.288,703.754.580.034,,,791675546288.0,703754580034.0
50,Mãsố > 50,50,Lưu chuyển tiền thuần trong năm,,521.589.474.358,(66.779.942.104),,,521589474358.0,-66779942104.0
60,Mãsố > 60,60,Tiền đầu năm,3,355.454.838.957,422.234.781.061,,3.0,355454838957.0,422234781061.0
61,Mãsố > 61,61,Ảnh hưởng của thay đổi tỷ giả hối đoái quy đổi ngoại tệ,,2.503.817.396,-,,,2503817396.0,
70,Mãsố > 70,70,Tiền cuối năm,3,,,,3.0,,
