row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,MS,TM,Năm 2019VND,Năm 2018VND,numeric__CHỈ TIÊU_1,numeric__MS,numeric__TM,numeric__Năm 2019VND,numeric__Năm 2018VND
I.,I.,I.,Lưu chuyển tiền từ hoạt động kinh doanh,,,,,,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,,86.522.680.244,189.955.825.948,,1.0,,86522680244.0,189955825948.0
2.,I. > 2.,2.,Điều chỉnh cho các khoản,,,(110.855.248.582),(142.955.997.522),,,,-110855248582.0,-142955997522.0
2.,I. > 2.,2.,Khấu hao TSCĐ và BĐSĐT,02,,2.877.555.845,3.065.766.092,,2.0,,2877555845.0,3065766092.0
2.,I. > 2.,2.,Các khoản dự phòng,03,,11.618.399.853,21.390.549.657,,3.0,,11618399853.0,21390549657.0
2.,I. > 2.,2.,"Lãi, lỗ từ hoạt động đầu tư",05,,(126.105.702.325),(167.507.596.913),,5.0,,-126105702325.0,-167507596913.0
2.,I. > 2.,2.,Chi phí lãi vay,06,,754.498.045,95.283.642,,6.0,,754498045.0,95283642.0
3.,I. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốnlưu động,08,,(24.332.568.338),46.999.828.426,,8.0,,-24332568338.0,46999828426.0
3.,I. > 3.,3.,"Tăng, giảm các khoản phải thu",09,,(47.615.537.937),(45.032.691.137),,9.0,,-47615537937.0,-45032691137.0
3.,I. > 3.,3.,"Tăng, giảm hàng tồn kho",10,,155.206.280,19.318.013.114,,10.0,,155206280.0,19318013114.0
3.,I. > 3.,3.,"Tăng, giảm các khoản phải trả",11,,139.658.800.466,326.953.102.467,,11.0,,139658800466.0,326953102467.0
3.,I. > 3.,3.,"Tăng, giảm chi phí trả trước",12,,372.523.181,712.077.322,,12.0,,372523181.0,712077322.0
3.,I. > 3.,3.,Tiền lãi vay đã trả,14,,(765.376.387),(83.978.545),,14.0,,-765376387.0,-83978545.0
3.,I. > 3.,3.,Thuế thu nhập doanh nghiệp đã nộp,15,,(22.636.675.816),(52.078.828.751),,15.0,,-22636675816.0,-52078828751.0
3.,I. > 3.,3.,Tiền thu khác từ hoạt động kinh doanh,16,,44.000.000,-,,16.0,,44000000.0,
3.,I. > 3.,3.,Tiền chi khác cho hoạt động kinh doanh,17,,-,(254.146.979),,17.0,,,-254146979.0
3.,I. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,44.880.371.449,296.533.375.917,,20.0,,44880371449.0,296533375917.0
II.,II.,II.,Lưu chuyển tiền từ hoạt động đầu tư,,,,,,,,,
1.,II. > 1.,1.,"Tiền chi để mua sắm, xây dựng TSCĐvà các tài sản dài hạn khác",21,,(17.071.242.255),(40.725.280.803),,21.0,,-17071242255.0,-40725280803.0
2.,II. > 2.,2.,"Tiền thu từ thanh lý, nhượng bán TSCĐvà các tài sản dài hạn khác",22,,2.547.196.200,186.171.000,,22.0,,2547196200.0,186171000.0
3.,II. > 3.,3.,"Tiền chi cho vay, mua các công cụ nợcủa đơn vị khác",23,,(133.526.341.000),(240.940.368.255),,23.0,,-133526341000.0,-240940368255.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị",24,,14.121.283.705,351.799.330.458,,24.0,,14121283705.0,351799330458.0
5.,II. > 5.,5.,Tiền chi đầu tư góp vốn vào đơn vị khác,25,,(33.105.000.000),(284.122.743.040),,25.0,,-33105000000.0,-284122743040.0
6.,II. > 6.,6.,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,,-,96.772.562.250,,26.0,,,96772562250.0
7.,II. > 7.,7.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,,57.913.061.473,51.428.502.381,,27.0,,57913061473.0,51428502381.0
7.,II. > 7.,7.,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,(109.121.041.877),(65.601.826.009),,30.0,,-109121041877.0,-65601826009.0
III.,III.,III.,Lưu chuyển tiền từ hoạt động tài chính,,,,,,,,,
1.,III. > 1.,1.,Tiền thu từ đi vay,33,,85.452.699.734,210.918.598.271,,33.0,,85452699734.0,210918598271.0
2.,III. > 2.,2.,Tiền trả nợ gốc vay,34,,(37.909.255.688),(466.405.320.000),,34.0,,-37909255688.0,-466405320000.0
3.,III. > 3.,3.,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,,(402.824.795),(119.700.225.850),,36.0,,-402824795.0,-119700225850.0
3.,III. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,47.140.619.251,(375.186.947.579),,40.0,,47140619251.0,-375186947579.0
3.,III. > 3.,3.,Lưu chuyển tiền thuần trong kỳ (50 = 20+30+40),50,,(17.100.051.177),(144.255.397.671),,50.0,,-17100051177.0,-144255397671.0
3.,III. > 3.,3.,Tiền và tương đương tiền đầu kỳ,60,,76.644.572.623,220.899.970.294,,60.0,,76644572623.0,220899970294.0
3.,III. > 3.,3.,Ảnh hưởng của thay đổi tỷ giá hối đoáiquy đổi ngoại tệ,61,,-,-,,61.0,,,
3.,III. > 3.,3.,Tiền và tương đương tiền cuối kỳ (70 = 50+60+61),70,5.1,59.544.521.446,76.644.572.623,,70.0,51.0,59544521446.0,76644572623.0
