row_label_raw,row_label_full,31/12/2019,Dưới 1 nămVND,Từ 1-5 nămVND,CộngVND,numeric__Dưới 1 nămVND,numeric__Từ 1-5 nămVND,numeric__CộngVND
Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,986.195.783.097,561.641.144.654,1.547.836.927.751,986195783097.0,561641144654.0,1547836927751.0
Chi phí phải trả,Chi phí phải trả,Chi phí phải trả,73.128.736.226,-,73.128.736.226,73128736226.0,,73128736226.0
Các khoản vay,Các khoản vay,Các khoản vay,174.602.445.477,363.027.515.341,537.629.960.818,174602445477.0,363027515341.0,537629960818.0
01/01/2019,01/01/2019,01/01/2019,Dưới 1 nămVND,Từ 1-5 nămVND,CộngVND,,,
Phải trả người bán và phải trả khác,01/01/2019 > Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,1.002.524.471.548,906.126.385.537,1.908.650.857.085,1002524471548.0,906126385537.0,1908650857085.0
Chi phí phải trả,01/01/2019 > Chi phí phải trả,Chi phí phải trả,49.337.877.072,-,49.337.877.072,49337877072.0,,49337877072.0
Các khoản vay,01/01/2019 > Các khoản vay,Các khoản vay,146.118.598.271,343.991.515.341,490.110.113.612,146118598271.0,343991515341.0,490110113612.0
