row_label_raw,row_label_full,col_0,01/01/2023VND,Số phải nộp trong nămVND,Số đã thực nộp trong nămVND,31/12/2023VND,numeric__01/01/2023VND,numeric__Số phải nộp trong nămVND,numeric__Số đã thực nộp trong nămVND,numeric__31/12/2023VND
Thuế phải nộp,Thuế phải nộp,Thuế phải nộp,91.019.630.938,118.844.902.084,120.177.085.323,89.687.447.699,91019630938.0,118844902084.0,120177085323.0,89687447699.0
Thuế giá trị gia tăng đầu ra,Thuế giá trị gia tăng đầu ra,Thuế giá trị gia tăng đầu ra,6.446.434.729,17.276.279.356,17.323.617.811,6.399.096.274,6446434729.0,17276279356.0,17323617811.0,6399096274.0
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,51.996.970,430.983.834,461.947.470,21.033.334,51996970.0,430983834.0,461947470.0,21033334.0
"Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu",-,11.192.725,11.192.725,-,,11192725.0,11192725.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,28.958.923.022,52.587.951.582,57.936.046.673,23.610.827.931,28958923022.0,52587951582.0,57936046673.0,23610827931.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,710.859.343,7.270.393.855,7.505.163.307,476.089.891,710859343.0,7270393855.0,7505163307.0,476089891.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,12.084.595,132.881.881,135.552.802,9.413.674,12084595.0,132881881.0,135552802.0,9413674.0
Thuế nhà đất và tiền thuê đất,Thuế nhà đất và tiền thuê đất,Thuế nhà đất và tiền thuê đất,51.284.443.560,5.740.937.389,7.861.497.817,49.163.883.132,51284443560.0,5740937389.0,7861497817.0,49163883132.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,3.554.888.719,34.891.849.271,28.439.634.527,10.007.103.463,3554888719.0,34891849271.0,28439634527.0,10007103463.0
Các khoản phải nộp khác,Các khoản phải nộp khác,Các khoản phải nộp khác,-,502.432.191,502.432.191,-,,502432191.0,502432191.0,
Thuế phải thu,Thuế phải thu,Thuế phải thu,13.036.581.942,40.211.897,4.458.743.663,17.455.113.708,13036581942.0,40211897.0,4458743663.0,17455113708.0
Thuế thu nhập doanh nghiệp tạm nộp,Thuế thu nhập doanh nghiệp tạm nộp,Thuế thu nhập doanh nghiệp tạm nộp,12.974.386.568,18.079.769,4.458.743.663,17.415.050.462,12974386568.0,18079769.0,4458743663.0,17415050462.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,22.142.905,22.132.128,-,10.777,22142905.0,22132128.0,,10777.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,40.052.469,-,-,40.052.469,40052469.0,,,40052469.0
