row_label_raw,row_label_full,col_0,31/12/2023 > Giá gốc VND,31/12/2023 > Giá trị ghi sở VND,01/01/2023 > Giá gốc VND,01/01/2023 > Giá trị ghi sở VND,numeric__31/12/2023 > Giá gốc VND,numeric__31/12/2023 > Giá trị ghi sở VND,numeric__01/01/2023 > Giá gốc VND,numeric__01/01/2023 > Giá trị ghi sở VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,196.710.000.000,196.710.000.000,176.857.553.417,176.857.553.417,196710000000.0,196710000000.0,176857553417.0,176857553417.0
Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),Tiền gửi có kỳ hạn (i),196.710.000.000,196.710.000.000,176.857.553.417,176.857.553.417,196710000000.0,196710000000.0,176857553417.0,176857553417.0
Dài hạn,Dài hạn,Dài hạn,34.000.000.000,34.000.000.000,29.000.000.000,29.000.000.000,34000000000.0,34000000000.0,29000000000.0,29000000000.0
Trái phiếu (ii),Trái phiếu (ii),Trái phiếu (ii),34.000.000.000,34.000.000.000,29.000.000.000,29.000.000.000,34000000000.0,34000000000.0,29000000000.0,29000000000.0
Cộng,Cộng,Cộng,230.710.000.000,230.710.000.000,205.857.553.417,205.857.553.417,230710000000.0,230710000000.0,205857553417.0,205857553417.0
