row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Phần mềm máy tính,Tổng cộng,numeric__Quyền sử dụng đất,numeric__Phần mềm máy tính,numeric__Tổng cộng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,43.862.327.470,1.551.409.404,45.413.736.874,43862327470.0,1551409404.0,45413736874.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,-,240.000.000,240.000.000,,240000000.0,240000000.0
Chuyển sang bất động sản đầu tư,Nguyên giá > Chuyển sang bất động sản đầu tư,Chuyển sang bất động sản đầu tư,(7.638.156.000),-,(7.638.156.000),-7638156000.0,,-7638156000.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,36.224.171.470,1.791.409.404,38.015.580.874,36224171470.0,1791409404.0,38015580874.0
Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,,,
Số dư đầu năm,Giá trị hao mòn luỹ kế > Số dư đầu năm,Số dư đầu năm,1.594.930.689,719.180.894,2.314.111.583,1594930689.0,719180894.0,2314111583.0
Khấu hao trong năm,Giá trị hao mòn luỹ kế > Khấu hao trong năm,Khấu hao trong năm,142.870.476,269.001.070,411.871.546,142870476.0,269001070.0,411871546.0
Số dư cuối năm,Giá trị hao mòn luỹ kế > Số dư cuối năm,Số dư cuối năm,1.737.801.165,988.181.964,2.725.983.129,1737801165.0,988181964.0,2725983129.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Tại ngày đầu năm,Giá trị còn lại > Tại ngày đầu năm,Tại ngày đầu năm,42.267.396.781,832.228.510,43.099.625.291,42267396781.0,832228510.0,43099625291.0
Tại ngày cuối năm,Giá trị còn lại > Tại ngày cuối năm,Tại ngày cuối năm,34.486.370.305,803.227.440,35.289.597.745,34486370305.0,803227440.0,35289597745.0
