row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2022 VND,1/1/2022 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2022 VND,numeric__1/1/2022 VND
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),TÀI SẢN > Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),100,,34.154.284.548.625,29.212.412.861.979,100.0,,34154284548625.0,29212412861979.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,4,7.708.420.897.112,3.540.229.359.510,110.0,4.0,7708420897112.0,3540229359510.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,3.463.420.897.112,1.490.229.359.510,111.0,,3463420897112.0,1490229359510.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,4.245.000.000.000,2.050.000.000.000,112.0,,4245000000000.0,2050000000000.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,4.590.000.000.000,9.135.000.000.000,120.0,,4590000000000.0,9135000000000.0
Đầu tư nắm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,5,4.590.000.000.000,9.135.000.000.000,123.0,5.0,4590000000000.0,9135000000000.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,7.454.951.226.063,4.626.930.801.113,130.0,,7454951226063.0,4626930801113.0
Phải thu ngắn hạn của khách hàng,TÀI SẢN > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,6,6.481.941.340.976,4.430.798.651.675,131.0,6.0,6481941340976.0,4430798651675.0
Trả trước cho người bán ngắn hạn,TÀI SẢN > Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,,453.502.671.334,54.959.880.752,132.0,,453502671334.0,54959880752.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,7,652.178.107.340,267.749.671.703,136.0,7.0,652178107340.0,267749671703.0
Dự phòng các khoản phải thu ngắn hạn khó đòi,TÀI SẢN > Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,137,8,(132.670.893.587),(126.623.718.626),137.0,8.0,-132670893587.0,-126623718626.0
Tài sản thiếu chờ xử lý,TÀI SẢN > Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,139,,-,46.315.609,139.0,,,46315609.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,9,13.401.530.543.755,9.825.383.740.246,140.0,9.0,13401530543755.0,9825383740246.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,13.417.877.568.994,10.036.999.982.218,141.0,,13417877568994.0,10036999982218.0
Dự phòng giảm giá hàng tồn kho,TÀI SẢN > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(16.347.025.239),(211.616.241.972),149.0,,-16347025239.0,-211616241972.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,999.381.881.695,2.084.868.961.110,150.0,,999381881695.0,2084868961110.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,14(a),87.317.133.008,88.723.079.083,151.0,,87317133008.0,88723079083.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,696.860.959.955,705.256.640.930,152.0,,696860959955.0,705256640930.0
Thuế và các khoản phải thu Nhà nước,TÀI SẢN > Thuế và các khoản phải thu Nhà nước,Thuế và các khoản phải thu Nhà nước,153,17,215.203.788.732,1.290.889.241.097,153.0,17.0,215203788732.0,1290889241097.0
