row_label_raw,row_label_full,col_0,Giá gốc và số có khả năng trả nợ,Giá gốc và số có khả năng trả nợ_1,numeric__Giá gốc và số có khả năng trả nợ,numeric__Giá gốc và số có khả năng trả nợ_1
,,,31/12/2022VND,1/1/2022VND,,
Công ty con cấp 1,Công ty con cấp 1,Công ty con cấp 1,Công ty con cấp 1,Công ty con cấp 1,,
Công ty TNHH MTV Petrolimex Singapore,Công ty con cấp 1 > Công ty TNHH MTV Petrolimex Singapore,Công ty TNHH MTV Petrolimex Singapore,4.847.281.078.038,1.351.708.928.947,4847281078038.0,1351708928947.0
Tổng Công ty Vận tải thủy Petrolimex,Công ty con cấp 1 > Tổng Công ty Vận tải thủy Petrolimex,Tổng Công ty Vận tải thủy Petrolimex,139.055.571.983,35.072.233.481,139055571983.0,35072233481.0
Công ty TNHH Liên doanh Kho Ngoại quan Xăng dầu Vân Phong,Công ty con cấp 1 > Công ty TNHH Liên doanh Kho Ngoại quan Xăng dầu Vân Phong,Công ty TNHH Liên doanh Kho Ngoại quan Xăng dầu Vân Phong,14.229.413.247,-,14229413247.0,
Công ty Cổ phần Tổng Công ty Xây lắp và Thương mại Petrolimex,Công ty con cấp 1 > Công ty Cổ phần Tổng Công ty Xây lắp và Thương mại Petrolimex,Công ty Cổ phần Tổng Công ty Xây lắp và Thương mại Petrolimex,397.608.750,-,397608750.0,
Công ty con cấp 2 và cấp 3,Công ty con cấp 2 và cấp 3,Công ty con cấp 2 và cấp 3,Công ty con cấp 2 và cấp 3,Công ty con cấp 2 và cấp 3,,
Công ty Cổ phần Tín học Viễn thông Petrolimex,Công ty con cấp 2 và cấp 3 > Công ty Cổ phần Tín học Viễn thông Petrolimex,Công ty Cổ phần Tín học Viễn thông Petrolimex,16.931.545.146,20.691.410.736,16931545146.0,20691410736.0
Công ty Cổ phần Vận tải Xăng dầu Vitaco,Công ty con cấp 2 và cấp 3 > Công ty Cổ phần Vận tải Xăng dầu Vitaco,Công ty Cổ phần Vận tải Xăng dầu Vitaco,11.127.025.895,19.097.362.492,11127025895.0,19097362492.0
Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Công ty con cấp 2 và cấp 3 > Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,6.751.566.164,1.929.505.772,6751566164.0,1929505772.0
Công ty TNHH MTV Vitaco Sài Gòn,Công ty con cấp 2 và cấp 3 > Công ty TNHH MTV Vitaco Sài Gòn,Công ty TNHH MTV Vitaco Sài Gòn,5.289.244.790,2.593.651.151,5289244790.0,2593651151.0
Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,Công ty con cấp 2 và cấp 3 > Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,Công ty Cổ phần Vận tải Xăng dầu Đường thủy Petrolimex,2.081.077.443,18.170.414.862,2081077443.0,18170414862.0
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,
Tổng Công ty Cổ phần Báo hiểm Petrolimex,Công ty liên kết > Tổng Công ty Cổ phần Báo hiểm Petrolimex,Tổng Công ty Cổ phần Báo hiểm Petrolimex,20.422.805.616,31.101.204.054,20422805616.0,31101204054.0
Ngân hàng TMCP Xăng dầu Petrolimex,Công ty liên kết > Ngân hàng TMCP Xăng dầu Petrolimex,Ngân hàng TMCP Xăng dầu Petrolimex,-,12.489.670.617,,12489670617.0
,,,5.063.566.937.072,1.492.854.382.112,5063566937072.0,1492854382112.0
