row_label_raw,row_label_full,col_0,Mãsố,2022VND,2021VND,numeric__Mãsố,numeric__2022VND,numeric__2021VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,01,806.106.654.125,1.883.318.177.883,1.0,806106654125.0,1883318177883.0
Khấu hao và phân bổ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Khấu hao và phân bổ,Khấu hao và phân bổ,02,49.015.416.417,40.558.207.441,2.0,49015416417.0,40558207441.0
Các khoản dự phòng(Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng(Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá,Các khoản dự phòng(Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá,03,(182.475.377.061),161.977.087.171,3.0,-182475377061.0,161977087171.0
lại các khoản mục tiền tệ có gốc ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > lại các khoản mục tiền tệ có gốc ngoại tệ,lại các khoản mục tiền tệ có gốc ngoại tệ,04,(20.371.882.397),10.974.551.446,4.0,-20371882397.0,10974551446.0
Lãi từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi từ hoạt động đầu tư,Lãi từ hoạt động đầu tư,05,(1.846.179.709.318),(1.312.429.864.963),5.0,-1846179709318.0,-1312429864963.0
Chi phí lãi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay,Chi phí lãi vay,06,218.164.856.021,223.982.022.619,6.0,218164856021.0,223982022619.0
Các khoản điều chỉnh khác (Biến động Quỹbình ổn giá xăng dầu – Thuyết minh 21),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản điều chỉnh khác (Biến động Quỹbình ổn giá xăng dầu – Thuyết minh 21),Các khoản điều chỉnh khác (Biến động Quỹbình ổn giá xăng dầu – Thuyết minh 21),07,2.171.949.098.814,(3.848.617.702.295),7.0,2171949098814.0,-3848617702295.0
Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,1.196.209.056.601,(2.840.237.520.698),8.0,1196209056601.0,-2840237520698.0
Biến động các khoản phải thu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải thu,Biến động các khoản phải thu,09,(984.441.166.674),295.019.118.356,9.0,-984441166674.0,295019118356.0
