row_label_raw,row_label_full,col_0,Giá trị ghi số và số có khả năng trả nợ,Giá trị ghi số và số có khả năng trả nợ_1,numeric__Giá trị ghi số và số có khả năng trả nợ,numeric__Giá trị ghi số và số có khả năng trả nợ_1
,,,2022VND,2021VND,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,9.263.704.463.871,10.078.686.943.621,9263704463871.0,10078686943621.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,74.963.923.521.542,53.307.861.795.714,74963923521542.0,53307861795714.0
Giảm trong năm,Giảm trong năm,Giảm trong năm,(75.452.420.488.398),(54.076.610.305.678),-75452420488398.0,-54076610305678.0
Chênh lệch tỷ giá,Chênh lệch tỷ giá,Chênh lệch tỷ giá,-,(46.233.969.786),,-46233969786.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,8.775.207.497.015,9.263.704.463.871,8775207497015.0,9263704463871.0
